Purpose,Period,AccessMode,SegID,Direction,IB_OB,Mode,Name,LongName,Distance,Time,Speed,Headway,Riders,FromSkim_LCL,FromSkim_COR,FromSkim_BRT,FromSkim_EXP,FromSkim_LRT,FromSkim_CRT
All,ok,drive,0073_033.3,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      1.33,      3.52,  22.7,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0073_034.6,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.78,      2.06,  22.7,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0073_035.4,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.24,      0.60,  24.0,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_000.0,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.79,      1.24,  38.2,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_001.1,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.26,      1.68,   9.3,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_001.4,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      1.11,      1.81,  36.8,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_002.8,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.53,      0.86,  37.0,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_003.3,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      1.02,      1.68,  36.4,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_003.8,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.51,      0.81,  37.8,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_004.4,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.46,      0.76,  36.3,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_004.8,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.15,      0.68,  13.2,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0145_005.3,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.39,      1.02,  22.9,     60.00,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2881_004.7,SB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.92,      2.42,  22.8,     60.00,      0.10,      0.10,         0,         0,         0,         0,         0
All,ok,drive,2881_005.7,SB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.89,      2.46,  21.7,     60.00,      0.10,      0.10,         0,         0,         0,         0,         0
All,ok,drive,2881_006.5,SB,IB,      4.00,Cedar_Exp,Cedar_Exp,      0.55,      1.48,  22.3,     60.00,      0.20,      0.20,         0,         0,         0,         0,         0
All,ok,drive,2881_007.1,EB,IB,      4.00,Cedar_Exp,Cedar_Exp,      1.51,      3.47,  26.1,     60.00,      0.30,      0.30,         0,         0,         0,         0,         0
