Purpose,Period,AccessMode,SegID,Direction,IB_OB,Mode,Name,LongName,Distance,Time,Speed,Headway,Riders,FromSkim_LCL,FromSkim_COR,FromSkim_BRT,FromSkim_EXP,FromSkim_LRT,FromSkim_CRT
All,ok,drive,0068_064.4,SB,IB,      4.00,D460,D460,      1.38,      4.26,  19.4,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_378.6,WB,IB,      4.00,D460,D460,      0.16,      0.92,  10.4,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_378.8,EB,IB,      4.00,D460,D460,      0.23,      1.40,   9.9,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_380.0,SB,IB,      4.00,D460,D460,      0.30,      1.07,  16.8,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_380.3,SB,IB,      4.00,D460,D460,      0.45,      1.65,  16.4,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_380.7,SB,IB,      4.00,D460,D460,      0.30,      1.09,  16.5,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_381.0,SB,IB,      4.00,D460,D460,      0.25,      1.00,  15.0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_381.3,SB,IB,      4.00,D460,D460,      0.30,      1.20,  15.0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_381.6,SB,IB,      4.00,D460,D460,      1.53,      4.91,  18.7,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_383.5,SB,IB,      4.00,D460,D460,      1.46,      3.49,  25.1,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_384.9,SB,IB,      4.00,D460,D460,      0.13,      0.33,  23.6,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0186_001.9,NB,IB,      4.00,D460,D460,      0.24,      1.34,  10.7,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0186_002.1,NB,IB,      4.00,D460,D460,      0.15,      0.86,  10.5,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0186_002.2,NB,IB,      4.00,D460,D460,      0.15,      0.93,   9.7,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0186_002.4,NB,IB,      4.00,D460,D460,      0.15,      0.90,  10.0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0186_002.5,NB,IB,      4.00,D460,D460,      0.15,      0.91,   9.9,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1384_000.0,SB,IB,      4.00,D460,D460,      0.20,      0.86,  14.0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1386_000.0,EB,IB,      4.00,D460,D460,      0.48,      1.65,  17.5,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1386_000.5,EB,IB,      4.00,D460,D460,      0.46,      1.81,  15.2,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1386_000.9,EB,IB,      4.00,D460,D460,      0.46,      1.42,  19.4,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1392_001.2,EB,IB,      4.00,D460,D460,      0.53,      1.70,  18.7,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1392_001.8,EB,IB,      4.00,D460,D460,      0.29,      0.99,  17.6,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1392_002.1,EB,IB,      4.00,D460,D460,      0.23,      0.83,  16.6,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1418_000.0,SB,IB,      4.00,D460,D460,      0.91,      3.10,  17.6,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,1418_000.9,SB,IB,      4.00,D460,D460,      0.38,      1.28,  17.8,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2330_003.1,EB,IB,      4.00,D460,D460,      0.15,      0.95,   9.5,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2330_003.3,WB,IB,      4.00,D460,D460,      0.23,      1.53,   9.0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2330_003.4,WB,IB,      4.00,D460,D460,      0.15,      0.89,  10.1,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,2330_003.6,WB,IB,      4.00,D460,D460,      0.16,      1.12,   8.6,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0068_064.4,NB,OB,      4.00,D460,D460,      1.38,      4.26,  19.4,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0089_378.6,EB,OB,      4.00,D460,D460,      0.16,      0.93,  10.3,         0,         0,         0,         0,         0,         0,         0,         0
