Z,CO_TAZID,SUBAREAID,TOTHH,HHPOP,HHSIZE,TOTWRK,HHV0,HHV1,HHV2,HHV3,AUTOS,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,AVGINCOME,ENROL_ELEM,ENROL_MIDL,ENROL_HIGH,CO_FIPS,CO_NAME,CITY_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME
    195.00, 570042.00,      1.00,    226.50,    586.50,      2.59,    313.08,      5.90,     51.00,    102.30,     67.20,    490.90,         0,         0,         0,         0,     44.60,         0,         0,         0,         0,         0,         0,         0,         0,      9.00,         0,     27.60,      8.00,  95539.00,         0,         0,         0,     57.00,WEBER                          ,Weber County                                                ,      4.00,Weber County - North and West  ,     11.00,Hooper - Roy - West Haven      ,     15.00,Weber County - West                          
    196.00, 570043.00,      1.00,    223.30,    594.50,      2.66,    314.02,      5.60,     48.70,    101.90,     67.10,    487.30,         0,         0,         0,         0,     39.70,         0,         0,         0,         0,         0,         0,         0,         0,      4.80,         0,     27.20,      7.70,  95539.00,         0,         0,         0,     57.00,WEBER                          ,Weber County                                                ,      4.00,Weber County - North and West  ,     11.00,Hooper - Roy - West Haven      ,     15.00,Weber County - West                          
    197.00, 570044.00,      1.00,    270.00,    710.60,      2.63,    376.80,      6.80,     58.90,    123.90,     80.40,    588.10,      1.00,      0.30,      0.20,      0.50,     47.70,         0,      0.30,      0.20,         0,         0,         0,      0.30,      0.20,      6.80,         0,     30.10,      9.70,  95539.00,         0,         0,         0,     57.00,WEBER                          ,Weber County                                                ,      4.00,Weber County - North and West  ,     11.00,Hooper - Roy - West Haven      ,     15.00,Weber County - West                          
    198.00, 570045.00,      1.00,    214.00,    549.40,      2.57,    294.22,      5.60,     49.00,     97.20,     62.20,    461.00,         0,         0,         0,         0,     40.70,         0,         0,         0,         0,         0,         0,         0,         0,      8.70,         0,     24.70,      7.30,  95539.00,         0,         0,         0,     57.00,WEBER                          ,Weber County                                                ,      4.00,Weber County - North and West  ,     11.00,Hooper - Roy - West Haven      ,     15.00,Weber County - West                          
    199.00, 570046.00,      1.00,    369.00,    981.30,      2.66,    498.01,     11.60,     83.10,    166.40,    107.80,    793.30,    554.30,     10.70,     60.20,    483.50,    665.10,      0.20,     10.50,     58.70,      1.50,    155.80,    239.50,     56.50,     31.70,     11.90,         0,     85.90,     13.00,  77375.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    200.00, 570047.00,      1.00,    567.70,   1507.10,      2.65,    778.76,     16.30,    116.10,    267.60,    167.50,   1237.70,         0,         0,         0,         0,    102.20,         0,         0,         0,         0,         0,         0,         0,         0,     13.90,         0,     68.40,     20.00,  77375.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    201.00, 570048.00,      1.00,    312.00,    839.60,      2.69,    458.67,      6.20,     61.70,    145.00,     99.00,    698.30,         0,         0,         0,         0,     63.20,         0,         0,         0,         0,         0,         0,         0,         0,     10.80,         0,     41.40,     11.00, 113700.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    202.00, 570049.00,      1.00,    445.50,   1212.30,      2.72,    656.23,      8.80,     90.90,    207.40,    138.40,    990.20,      2.00,         0,      1.00,      1.00,     62.90,         0,         0,      1.00,         0,      0.20,      0.50,      0.20,      0.20,      9.80,         0,     35.40,     15.70, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    203.00, 570050.00,      1.00,    324.30,    870.80,      2.69,    426.74,     11.70,     74.00,    146.40,     92.30,    689.80,      7.50,         0,         0,      7.50,     69.60,         0,         0,         0,         0,      7.30,      0.20,         0,         0,     16.90,         0,     33.70,     11.50,  64761.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    204.00, 570051.00,      1.00,    276.30,    726.30,      2.63,    397.44,      6.00,     63.20,    123.40,     83.60,    602.80,         0,         0,         0,         0,     40.40,         0,         0,         0,         0,         0,         0,         0,         0,      9.80,         0,     20.70,      9.80, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    205.00, 570052.00,      1.00,    315.70,    863.50,      2.74,    464.20,      6.50,     68.60,    143.00,     97.60,    696.30,         0,         0,         0,         0,     28.70,         0,         0,         0,         0,         0,         0,         0,         0,      1.80,         0,     15.90,     11.00, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    206.00, 570053.00,      1.00,    204.70,    531.90,      2.60,    292.72,      4.50,     48.10,     91.30,     60.90,    443.80,         0,         0,         0,         0,     28.00,         0,         0,         0,         0,         0,         0,         0,         0,      4.50,         0,     16.30,      7.20, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    207.00, 570054.00,      1.00,    453.00,   1264.60,      2.79,    635.39,     12.50,     89.40,    215.30,    135.80,    995.30,         0,         0,         0,         0,     61.70,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,         0,     37.70,     16.00,  77375.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    208.00, 570055.00,      1.00,    170.80,    452.90,      2.65,    247.20,      3.60,     38.10,     77.80,     51.30,    373.30,         0,         0,         0,         0,     22.70,         0,         0,         0,         0,         0,         0,         0,         0,      3.50,         0,     13.10,      6.20, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    209.00, 570056.00,      1.00,    342.00,    854.60,      2.50,    477.96,      7.90,     85.90,    149.60,     98.50,    729.90,     77.00,      9.30,     48.70,     19.00,    130.60,      0.30,      9.00,     48.70,         0,      3.70,     10.30,      0.30,      4.70,     10.50,         0,     30.90,     12.20, 117003.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    210.00, 570057.00,      1.00,    387.00,   1070.00,      2.76,    543.76,     10.50,     76.40,    185.30,    114.80,    848.90,      8.30,      3.20,      0.50,      4.70,     71.30,         0,      3.20,      0.50,         0,         0,      1.20,      3.20,      0.30,     10.50,         0,     38.90,     13.50,  77375.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    211.00, 570058.00,      1.00,    163.20,    447.00,      2.74,    217.10,      5.80,     37.70,     73.40,     46.40,    346.80,     18.50,      0.30,      2.50,     15.70,     51.20,      0.30,         0,      2.50,         0,      0.50,      4.20,      7.20,      3.80,      4.50,         0,     22.40,      5.80,  64761.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    212.00, 570059.00,      1.00,    170.20,    443.70,      2.61,    219.05,      6.50,     41.90,     75.90,     46.10,    354.90,      6.80,      1.80,      1.50,      3.50,     27.70,      0.80,      1.00,         0,      1.50,      0.30,      0.80,      0.20,      2.20,      1.80,         0,     12.80,      6.20,  64761.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    213.00, 570060.00,      1.00,    426.30,   1094.50,      2.57,    556.03,     15.20,    106.50,    186.80,    117.90,    892.60,    494.20,    225.20,     12.80,    256.20,    580.20,    209.80,     15.30,      4.20,      8.70,      1.50,    181.20,      1.30,     72.20,      2.00,         0,     69.10,     15.00,  72451.00,    696.00,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    214.00, 570061.00,      1.00,    508.20,   1370.10,      2.70,    686.83,     16.60,    120.20,    225.40,    146.00,   1082.20,     28.30,      2.00,      2.00,     24.30,     88.10,      0.70,      1.30,      1.80,      0.20,      2.20,      2.20,     12.20,      7.80,      4.80,         0,     37.10,     17.80,  74830.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    215.00, 570062.00,      1.00,    320.00,    832.00,      2.60,    410.90,     12.30,     79.40,    141.40,     86.90,    666.40,     22.20,      0.70,      6.70,     14.80,     72.30,         0,      0.70,      2.80,      3.80,      1.70,      4.30,      3.70,      5.20,      6.00,         0,     33.00,     11.20,  64761.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    216.00, 570063.00,      1.00,     86.80,    232.60,      2.68,    113.90,      3.20,     20.60,     39.10,     23.90,    182.60,      2.20,         0,         0,      2.20,      9.30,         0,         0,         0,         0,         0,         0,         0,      2.20,         0,         0,      4.10,      3.00,  64761.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    217.00, 570064.00,      1.00,    207.30,    560.90,      2.71,    280.91,      6.80,     48.30,     92.20,     60.10,    443.00,    126.70,     29.20,     17.80,     79.70,    157.30,     24.20,      5.00,     17.70,      0.20,     25.70,     22.30,     18.70,     13.00,      2.50,         0,     20.80,      7.30,  74417.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    218.00, 570065.00,      1.00,    308.70,    790.90,      2.56,    405.86,     10.60,     77.00,    134.70,     86.50,    649.00,         0,         0,         0,         0,     33.70,         0,         0,         0,         0,         0,         0,         0,         0,      2.20,         0,     20.70,     10.80,  76308.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    219.00, 570066.00,      1.00,    146.00,    409.70,      2.81,    196.95,      5.10,     32.80,     66.00,     42.10,    312.10,    158.30,      0.20,         0,    158.20,    180.20,      0.20,         0,         0,         0,      0.20,    156.70,      1.00,      0.30,      0.70,         0,     16.10,      5.20,  64761.00,         0,         0,   2020.00,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    220.00, 570067.00,      1.00,    376.70,    974.70,      2.59,    483.79,     14.30,     92.90,    167.10,    102.40,    785.50,      4.30,         0,         0,      4.30,     49.00,         0,         0,         0,         0,         0,         0,         0,      4.30,      6.50,         0,     24.80,     13.30,  65849.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    221.00, 570068.00,      1.00,    492.70,   1344.30,      2.73,    664.35,     16.50,    107.70,    226.00,    142.60,   1058.60,         0,         0,         0,         0,     61.70,         0,         0,         0,         0,         0,         0,         0,         0,     11.20,         0,     33.40,     17.20,  66478.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    222.00, 570069.00,      1.00,    320.00,    867.10,      2.71,    440.49,      9.20,     66.40,    150.70,     93.60,    695.50,         0,         0,         0,         0,     57.20,         0,         0,         0,         0,         0,         0,         0,         0,      7.50,         0,     38.70,     11.00,  77375.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    223.00, 570070.00,      1.00,     97.30,    238.30,      2.45,    127.58,      3.00,     23.00,     44.50,     26.90,    205.90,     11.20,      2.30,      1.50,      7.30,     21.80,      1.00,      1.30,      1.30,      0.20,      0.70,      2.50,      2.80,      1.30,      3.00,         0,      4.60,      3.00,  80917.00,         0,         0,         0,     57.00,WEBER                          ,Plain City                                                  ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     10.00,Plain City                                   
    224.00, 570071.00,      1.00,    685.30,   1961.10,      2.86,   1013.63,     14.90,    137.50,    314.00,    218.90,   1531.60,    124.20,      8.50,      0.80,    114.80,    194.00,         0,      8.50,         0,      0.80,      4.80,     60.20,      6.00,     43.80,         0,         0,     45.60,     24.20, 103331.00,    562.00,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    225.00, 570072.00,      1.00,     36.00,     90.40,      2.51,     49.38,      0.90,      8.90,     15.80,     10.40,     76.90,    574.30,    176.70,    215.20,    182.50,    602.90,    171.80,      4.80,      3.80,    211.30,     11.70,    134.00,      1.70,     35.20,         0,         0,     27.50,      1.00, 101021.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    226.00, 570073.00,      1.00,    445.50,   1226.10,      2.75,    648.89,     10.20,     95.00,    200.80,    139.50,    984.90,      5.20,         0,         0,      5.20,     47.80,         0,         0,         0,         0,         0,         0,      1.00,      4.20,      4.30,         0,     22.60,     15.70, 102455.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    227.00, 570074.00,      1.00,    277.80,    671.30,      2.42,    371.98,      7.60,     71.40,    120.30,     78.40,    586.50,    254.00,     75.50,     21.30,    157.20,    321.10,     51.30,     24.20,      0.80,     20.50,      4.80,     81.80,     28.80,     41.70,      1.50,         0,     55.90,      9.70, 101021.00,    767.00,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    228.00, 570075.00,      1.00,    324.80,    922.10,      2.84,    476.54,      7.30,     67.90,    148.60,    101.00,    718.50,     67.70,      0.30,      3.50,     63.80,     96.80,         0,      0.30,      2.20,      1.30,      6.70,     15.00,         0,     42.20,      0.20,         0,     17.30,     11.70, 100927.00,         0,   1165.00,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    229.00, 570076.00,      1.00,    236.50,    663.70,      2.81,    346.49,      5.20,     47.20,    110.60,     73.50,    525.80,     23.50,      2.30,      2.80,     18.30,     47.70,         0,      2.30,      2.80,         0,      1.00,      1.30,      0.30,     15.70,      1.80,         0,     13.90,      8.50, 101021.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    230.00, 570077.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1277.50,    144.30,    891.20,    242.00,   1332.70,      9.20,    135.20,     45.20,    846.00,      4.00,     58.30,      2.70,    177.00,      1.00,         0,     54.20,         0,  77602.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,     12.00,Farr West                                    
    231.00, 570078.00,      1.00,     19.00,     46.30,      2.44,     24.22,      0.70,      5.20,      8.20,      4.90,     38.90,   2560.50,     59.50,   2038.00,    463.00,   2670.80,      3.80,     55.70,   1836.30,    201.70,     12.50,    218.30,      1.70,    230.50,         0,         0,    109.30,      1.00,  77602.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,     12.00,Farr West                                    
    232.00, 570079.00,      1.00,    168.80,    471.60,      2.79,    245.93,      3.80,     35.20,     77.50,     52.20,    373.00,         0,         0,         0,         0,     15.30,         0,         0,         0,         0,         0,         0,         0,         0,      1.50,         0,      7.80,      6.00, 101021.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    233.00, 570080.00,      1.00,    115.50,    325.70,      2.82,    169.95,      2.50,     22.80,     54.60,     35.60,    256.60,    206.70,      2.20,     96.50,    108.00,    228.50,      0.20,      2.00,     96.30,      0.20,      1.30,     72.50,     16.50,     17.70,      2.00,         0,     15.70,      4.20, 101021.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    234.00, 570081.00,      1.00,    321.70,    896.90,      2.79,    449.32,      9.20,     67.00,    149.40,     96.20,    702.30,     93.00,      0.30,     47.70,     45.00,    127.20,      0.20,      0.20,     47.30,      0.30,      5.30,     23.50,      1.70,     14.50,      3.00,         0,     19.70,     11.50,  77602.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,     12.00,Farr West                                    
    235.00, 570082.00,      1.00,    436.20,   1181.90,      2.71,    586.16,     14.50,     95.50,    201.80,    124.40,    934.50,   1038.70,      2.20,    630.00,    406.50,   1153.70,      0.30,      1.80,    615.80,     14.20,     23.80,    303.80,     66.00,     12.80,      8.80,         0,     90.70,     15.50,  66478.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    236.00, 570083.00,      1.00,    408.00,   1132.40,      2.78,    568.70,     11.80,     86.40,    189.10,    120.70,    887.30,     71.70,      0.70,         0,     71.00,    119.70,      0.70,         0,         0,         0,      1.50,     55.50,      9.20,      4.80,      3.50,         0,     30.30,     14.20,  77602.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,     12.00,Farr West                                    
    237.00, 570084.00,      1.00,     62.00,    165.30,      2.67,     83.73,      2.00,     14.70,     27.40,     18.00,    132.40,    197.70,      4.80,     37.70,    155.20,    219.30,      0.30,      4.50,     34.00,      3.70,     12.00,     61.30,     10.20,     71.70,      8.70,         0,     11.00,      2.00,  77602.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,     12.00,Farr West                                    
    238.00, 570085.00,      1.00,    533.00,   1370.60,      2.57,    697.45,     18.50,    120.90,    246.00,    147.60,   1129.50,    382.00,     52.80,    109.70,    219.50,    452.30,     51.20,      1.70,      0.80,    108.80,     11.50,    145.00,     18.00,     45.00,      4.00,         0,     47.40,     18.80,  66478.00,         0,         0,         0,     57.00,WEBER                          ,Farr West                                                   ,      4.00,Weber County - North and West  ,      9.00,Plain City - Farr West - Marrio,     12.00,Farr West                                    
    239.00, 570086.00,      1.00,     61.30,    168.90,      2.75,     92.84,      1.00,     11.40,     29.10,     19.80,    138.80,         0,         0,         0,         0,      6.90,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      4.80,      2.20, 134880.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    240.00, 570087.00,      1.00,     27.80,     72.10,      2.59,     38.60,      0.70,      6.60,     12.70,      7.90,     59.60,         0,         0,         0,         0,      5.50,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      4.20,      1.30,  97564.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    241.00, 570088.00,      1.00,     86.50,    235.40,      2.72,    129.72,      1.50,     16.90,     40.80,     27.30,    193.90,         0,         0,         0,         0,     41.70,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     38.70,      3.00, 134880.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    242.00, 570089.00,      1.00,     57.50,    145.50,      2.53,     82.53,      1.10,     13.00,     26.50,     17.00,    125.50,         0,         0,         0,         0,      6.30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      4.30,      2.00, 134880.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    243.00, 570090.00,      1.00,    164.70,    463.20,      2.81,    239.93,      3.70,     33.80,     77.30,     50.00,    363.20,      2.00,         0,         0,      2.00,     17.40,         0,         0,         0,         0,         0,         0,         0,      2.00,      1.50,         0,      8.10,      5.80,  96635.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    244.00, 570091.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,    521.20,     70.30,    158.80,    292.00,    555.80,     62.80,      7.50,    115.00,     43.80,     33.70,    139.20,      3.50,    115.70,     12.50,         0,     22.10,         0,  90010.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    245.00, 570092.00,      1.00,    397.20,   1129.10,      2.84,    573.26,     10.20,     83.90,    180.50,    122.60,    873.90,    390.80,      1.00,    194.00,    195.80,    445.10,         0,      1.00,    185.00,      9.00,     19.00,     84.70,      8.20,     84.00,      3.70,         0,     36.60,     14.00,  90010.00,         0,    139.00,     38.00,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    246.00, 570093.00,      1.00,    309.20,    876.00,      2.83,    480.43,      4.60,     55.20,    150.20,     99.10,    702.50,         0,         0,         0,         0,     40.10,         0,         0,         0,         0,         0,         0,         0,         0,      3.20,         0,     26.10,     10.80, 134880.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    247.00, 570094.00,      1.00,    610.30,   1783.80,      2.92,    955.41,      9.10,    109.50,    296.30,    195.50,   1386.20,         0,         0,         0,         0,     58.20,         0,         0,         0,         0,         0,         0,         0,         0,      1.30,         0,     35.40,     21.50, 134880.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    248.00, 570095.00,      1.00,    114.80,    363.90,      3.17,    179.56,      2.10,     18.80,     56.20,     37.80,    263.30,         0,         0,         0,         0,      9.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,      4.00,  97564.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    249.00, 570096.00,      1.00,    362.00,   1091.10,      3.01,    567.10,      6.20,     63.30,    178.80,    113.70,    818.80,         0,         0,         0,         0,     46.70,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     34.00,     12.70, 104259.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    250.00, 570097.00,      1.00,    330.00,    967.40,      2.93,    498.18,      6.70,     62.60,    158.50,    102.20,    737.40,     38.50,         0,         0,     38.50,     69.10,         0,         0,         0,         0,         0,     29.30,      7.00,      2.20,         0,         0,     19.00,     11.70,  97564.00,    473.00,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    251.00, 570098.00,      1.00,    109.50,    306.30,      2.80,    163.32,      2.10,     22.00,     53.20,     32.20,    241.10,    187.30,         0,         0,    187.30,    205.60,         0,         0,         0,         0,         0,    181.80,         0,      5.50,         0,         0,     14.40,      3.80, 105075.00,         0,         0,   2077.00,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    252.00, 570099.00,      1.00,    338.30,    733.50,      2.17,    413.56,     11.60,    101.30,    141.40,     84.00,    678.10,   1344.30,    191.50,    652.50,    500.30,   1450.10,     48.50,    143.00,    639.30,     13.20,     52.80,    121.20,     12.70,    313.70,     15.00,         0,     78.90,     11.80,  90010.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    253.00, 570100.00,      1.00,    872.00,   2279.40,      2.61,   1198.16,     24.90,    217.40,    382.80,    246.80,   1846.80,    562.00,     22.80,    162.20,    377.00,    663.90,      8.00,     14.80,    123.80,     38.30,      3.50,     75.00,    209.00,     89.50,      2.20,         0,     68.90,     30.80,  90010.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    254.00, 570101.00,      1.00,    564.30,   1566.00,      2.77,    804.13,     14.50,    129.50,    256.80,    163.50,   1215.40,    149.30,      9.20,     26.80,    113.30,    211.90,      8.80,      0.30,     10.30,     16.50,      6.00,     55.70,      9.30,     42.30,      1.80,         0,     40.90,     19.80,  90010.00,    404.00,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    255.00, 570102.00,      1.00,    395.50,   1040.50,      2.63,    519.47,     14.10,     97.00,    182.70,    101.70,    818.60,    171.50,      7.50,      9.00,    155.00,    215.60,      0.80,      6.70,      9.00,         0,     46.80,     17.70,      6.70,     83.80,      1.00,         0,     29.10,     14.00,  60933.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
    256.00, 570103.00,      1.00,    146.20,    394.00,      2.70,    191.84,      5.30,     35.70,     66.90,     38.30,    303.60,     11.30,      1.30,      1.20,      8.80,     28.00,      0.20,      1.20,      0.50,      0.70,      0.20,      0.20,      0.20,      8.30,      0.30,         0,     11.20,      5.20,  60933.00,         0,         0,         0,     57.00,WEBER                          ,Pleasant View                                               ,      4.00,Weber County - North and West  ,     10.00,North Ogden                    ,      9.00,Pleasant View                                
