Z,CO_TAZID,SUBAREAID,TOTHH,HHPOP,HHSIZE,TOTWRK,HHV0,HHV1,HHV2,HHV3,AUTOS,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,AVGINCOME,ENROL_ELEM,ENROL_MIDL,ENROL_HIGH,CO_FIPS,CO_NAME,CITY_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME
    670.00, 110089.00,      1.00,   1210.30,   3456.70,      2.86,   1742.98,     27.80,    256.90,    554.70,    370.90,   2664.70,    173.70,     20.80,      6.20,    146.70,    291.20,      8.70,     12.20,      0.20,      6.00,      6.80,     28.70,     98.20,     13.00,      2.80,         0,     64.60,     50.00,  91175.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    671.00, 110090.00,      1.00,    490.80,   1456.10,      2.97,    729.54,     10.10,    110.20,    226.10,    144.50,   1068.00,    231.20,     43.80,     93.80,     93.50,    315.90,     15.30,     28.50,         0,     93.80,     14.00,      5.20,     51.00,     23.30,      6.70,         0,     57.70,     20.30,  97584.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    672.00, 110091.00,      1.00,    422.30,   1369.30,      3.24,    640.46,      9.00,     90.70,    196.10,    126.50,    925.50,     54.70,      5.00,      3.50,     46.20,    102.30,      4.30,      0.70,      0.20,      3.30,     24.50,      1.30,     13.00,      7.30,      2.00,         0,     27.90,     17.70,  87014.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    673.00, 110092.00,      1.00,    364.80,   1107.40,      3.04,    540.44,      8.00,     71.50,    166.90,    118.50,    819.90,      9.30,         0,      0.50,      8.80,     63.00,         0,         0,         0,      0.50,         0,         0,         0,      8.80,      6.00,         0,     32.70,     15.00,  91175.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    674.00, 110093.00,      1.00,    628.50,   1759.50,      2.80,    903.52,     14.20,    154.00,    284.90,    175.40,   1337.70,   1446.70,    613.50,     19.20,    814.00,   1576.40,    445.70,    167.80,     14.70,      4.50,    103.20,    151.80,     71.20,    487.80,      1.70,         0,    102.10,     26.00,  97584.00,         0,   1318.00,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    675.00, 110094.00,      1.00,   1140.80,   3433.80,      3.01,   1638.55,     28.90,    250.00,    529.40,    332.60,   2473.00,    904.50,    132.00,     38.20,    734.30,   1046.80,    106.20,     25.80,      1.70,     36.50,    112.50,    147.00,    183.50,    291.30,      0.20,         0,     94.90,     47.20,  80015.00,   1800.00,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     18.00,Clinton - West Point - Clearfie,     31.00,Syracuse                                     
    676.00, 110095.00,      1.00,      5.00,     18.00,      3.59,      7.70,      0.10,      0.80,      2.40,      1.70,     11.50,    146.70,      8.30,     74.20,     64.20,    178.60,      8.30,         0,         0,     74.20,      4.50,     23.70,         0,     36.00,     25.40,         0,      6.50,         0,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    677.00, 110096.00,      1.00,    687.20,   2085.50,      3.03,    985.68,     17.80,    140.20,    313.80,    215.40,   1521.60,    220.30,         0,         0,    220.30,    342.90,         0,         0,         0,         0,      2.00,    211.80,      4.50,      2.00,     30.40,         0,     63.80,     28.30,  77899.00,    929.00,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    678.00, 110097.00,      1.00,    477.30,   1463.90,      3.07,    689.00,     12.20,     99.50,    218.80,    146.70,   1050.80,    213.20,      3.30,      0.20,    209.70,    271.90,      0.70,      2.70,         0,      0.20,      3.00,     39.30,    165.20,      2.20,      9.20,         0,     29.90,     19.70,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    679.00, 110098.00,      1.00,    935.30,   2749.10,      2.94,   1372.56,     19.80,    201.70,    436.90,    276.90,   2044.70,    495.30,     89.50,      2.50,    403.30,    611.40,     56.20,     33.30,      1.20,      1.30,     65.00,     10.30,    136.20,    191.80,      3.30,         0,     74.10,     38.70,  97356.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    680.00, 110099.00,      1.00,   1228.30,   3519.60,      2.87,   1772.52,     32.80,    309.30,    545.70,    340.50,   2592.40,    884.70,    155.00,     22.00,    707.70,   1030.90,     82.70,     72.30,     10.00,     12.00,    145.50,    146.00,    101.20,    315.00,      0.30,         0,     95.40,     50.50,  96228.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    681.00, 110100.00,      1.00,    809.80,   2470.50,      3.05,   1253.59,     12.80,    157.60,    389.40,    250.00,   1811.50,    903.50,    268.70,    150.30,    484.50,   1031.60,    109.00,    159.70,     51.70,     98.70,     57.70,    103.50,     45.00,    278.30,      0.70,      3.20,     90.60,     33.70, 122221.00,    922.00,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    682.00, 110101.00,      1.00,    842.00,   2504.50,      2.97,   1243.96,     17.40,    188.10,    391.70,    244.80,   1828.30,     46.20,         0,     20.30,     25.80,    131.00,         0,         0,      1.80,     18.50,      3.30,      0.50,      3.00,     19.00,      2.00,         0,     48.00,     34.80,  98876.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    683.00, 110102.00,      1.00,    295.80,    918.90,      3.11,    430.15,      7.20,     57.10,    138.50,     93.00,    659.60,         0,         0,         0,         0,     70.60,         0,         0,         0,         0,         0,         0,         0,         0,     28.70,         0,     29.50,     12.30,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    684.00, 110103.00,      1.00,    573.00,   1746.90,      3.05,    824.04,     14.50,    117.70,    265.90,    174.90,   1261.60,     16.70,      1.80,      3.50,     11.30,    209.00,      1.80,         0,         0,      3.50,      1.70,      3.30,      1.30,      5.00,     27.90,         0,    140.80,     23.70,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    685.00, 110104.00,      1.00,    663.30,   1979.10,      2.98,    955.36,     16.10,    145.70,    306.10,    195.40,   1441.80,    588.50,    432.00,      1.70,    154.80,    674.50,    411.80,     20.20,      0.80,      0.80,     12.00,     36.50,      2.20,    104.20,      3.00,         0,     55.50,     27.50,  84343.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    686.00, 110105.00,      1.00,    464.50,   1415.20,      3.05,    699.99,      9.00,     90.90,    217.10,    147.70,   1041.90,     49.70,      3.00,      6.30,     40.30,     96.50,      3.00,         0,         0,      6.30,      8.00,      0.20,      8.70,     23.50,         0,         0,     27.70,     19.20, 100411.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    687.00, 110106.00,      1.00,    782.80,   2426.50,      3.10,   1217.29,     12.40,    145.60,    370.30,    254.50,   1777.00,      8.80,      1.80,      0.70,      6.30,    126.10,      1.80,         0,         0,      0.70,      1.00,      0.50,         0,      4.80,      1.50,         0,     83.40,     32.30, 122221.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    688.00, 110107.00,      1.00,    508.30,   1544.40,      3.04,    726.68,     13.30,    106.10,    233.40,    155.40,   1116.90,         0,         0,         0,         0,     60.50,         0,         0,         0,         0,         0,         0,         0,         0,      1.00,         0,     38.60,     20.80,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    689.00, 110108.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     80.10,         0,         0,         0,         0,         0,         0,         0,         0,     80.10,         0,         0,         0,  77899.00,         0,         0,         0,     11.00,DAVIS                          ,Syracuse                                                    ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     31.00,Syracuse                                     
    690.00, 110109.00,      1.00,    593.80,   1606.10,      2.70,    792.16,     18.70,    141.60,    264.50,    169.10,   1262.50,   1669.00,    104.50,     81.30,   1483.20,   1826.40,    102.20,      2.30,     50.20,     31.20,    331.80,    236.70,    299.00,    615.70,     24.70,         0,    108.00,     24.70,  72651.00,    787.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     19.00,HAFB Area                      ,     32.00,Layton                                       
    691.00, 110110.00,      1.00,    735.70,   1937.40,      2.63,    965.19,     23.90,    180.40,    326.10,    205.40,   1551.60,   1753.30,     71.50,    551.70,   1130.20,   1946.50,     69.30,      2.20,    357.50,    194.20,    333.50,    182.00,    213.00,    401.70,     24.10,         0,    138.60,     30.50,  72651.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     19.00,HAFB Area                      ,     32.00,Layton                                       
    692.00, 110111.00,      1.00,    672.50,   2014.90,      3.00,   1017.04,     11.80,    124.80,    319.60,    216.30,   1521.00,    604.20,    172.50,     52.50,    379.20,    698.30,    172.50,         0,         0,     52.50,    189.20,      8.00,      4.80,    177.20,         0,         0,     66.30,     27.80, 110982.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     19.00,HAFB Area                      ,     32.00,Layton                                       
    693.00, 110112.00,      1.00,   1508.70,   3056.60,      2.03,   1580.05,     74.70,    577.50,    604.00,    252.50,   2669.30,    929.00,      8.50,     20.20,    900.30,   1109.00,      3.00,      5.50,     18.30,      1.80,     97.30,    153.80,    133.80,    515.30,      1.00,         0,    116.60,     62.30,  59691.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    694.00, 110113.00,      1.00,    773.80,   1890.20,      2.44,    857.05,     40.80,    252.30,    316.90,    163.90,   1459.90,    221.20,    110.50,     35.00,     75.70,    316.10,     70.70,     39.80,     22.00,     13.00,      3.20,     50.20,      4.50,     17.80,      1.70,         0,     61.10,     32.20,  43124.00,    516.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    695.00, 110114.00,      1.00,     29.80,     76.10,      2.55,     40.65,      0.70,      7.60,     13.40,      8.10,     62.70,    181.80,      5.70,     81.70,     94.50,    217.60,      5.50,      0.20,     65.80,     15.80,      4.30,     21.20,      0.30,     68.70,     25.70,         0,      9.10,      1.00, 100295.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    696.00, 110115.00,      1.00,    421.20,   1190.30,      2.83,    608.14,      9.00,     90.90,    195.20,    126.10,    922.70,    814.80,    255.30,     23.30,    536.20,    889.00,    124.50,    130.80,     15.50,      7.80,    106.00,     18.70,     11.30,    400.20,      4.00,         0,     53.00,     17.20, 100295.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    697.00, 110116.00,      1.00,    718.80,   2001.70,      2.78,   1037.05,     14.80,    151.90,    335.40,    216.70,   1581.10,    221.00,     11.30,         0,    209.70,    296.90,     10.50,      0.80,         0,         0,     34.80,      4.80,    164.00,      6.00,      4.00,         0,     42.20,     29.70, 103987.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    698.00, 110117.00,      1.00,   1012.30,   2867.70,      2.83,   1443.03,     23.50,    220.40,    468.80,    299.70,   2206.70,    237.50,      4.30,     34.30,    198.80,    334.70,      4.30,         0,         0,     34.30,     15.00,     64.30,      6.50,    113.00,         0,         0,     55.20,     42.00,  92507.00,    576.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    699.00, 110118.00,      1.00,    777.80,   2382.10,      3.06,   1166.79,     15.20,    137.20,    373.60,    251.80,   1765.60,     10.20,      2.70,         0,      7.50,    133.70,      0.20,      2.50,         0,         0,      1.20,         0,         0,      6.30,      1.20,         0,     90.00,     32.30,  92898.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    700.00, 110119.00,      1.00,    639.50,   1324.10,      2.07,    684.04,     35.50,    262.10,    240.80,    101.30,   1098.00,   1033.30,    611.30,      6.50,    415.50,   1151.60,    138.80,    472.50,      6.20,      0.30,     81.30,     26.00,     15.50,    292.70,         0,         0,     91.80,     26.50,  60401.00,         0,   1107.00,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    701.00, 110120.00,      1.00,    843.50,   2153.60,      2.55,   1044.61,     36.40,    256.40,    352.30,    198.40,   1655.20,    409.00,     11.70,     10.20,    387.20,    514.80,      8.30,      3.30,      2.50,      7.70,     10.20,    157.20,    116.30,    103.50,      3.00,         0,     68.10,     34.70,  61800.00,         0,         0,   1868.00,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    702.00, 110121.00,      1.00,   1276.30,   3089.10,      2.42,   1524.79,     71.00,    463.00,    490.50,    251.80,   2325.30,    860.70,    164.20,     38.20,    658.30,   1014.40,    152.30,     11.80,      1.50,     36.70,     15.00,     45.80,     97.50,    500.00,      1.00,         0,    100.10,     52.70,  61138.00,    366.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    703.00, 110122.00,      1.00,   1527.00,   3625.50,      2.37,   1653.33,    106.80,    600.00,    555.30,    265.00,   2638.00,   4066.80,    601.80,      8.80,   3456.20,   4420.80,    479.80,    122.00,      2.50,      6.30,     78.70,    107.80,   2527.00,    742.70,         0,         0,    290.80,     63.20,  42449.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    704.00, 110123.00,      1.00,   1463.70,   3640.20,      2.49,   1706.35,     80.80,    528.40,    564.50,    289.90,   2672.00,   4930.00,   2079.20,      5.30,   2845.50,   5460.80,    588.00,   1491.20,      4.30,      1.00,    627.20,    257.30,    636.00,   1325.00,      0.20,         0,    470.10,     60.50,  51122.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    705.00, 110124.00,      1.00,   1988.50,   5213.30,      2.62,   2584.88,     73.60,    601.80,    838.10,    475.00,   3940.30,   1030.50,    435.70,     52.50,    542.30,   1259.10,    283.20,    152.50,      0.70,     51.80,    136.70,     10.80,    138.50,    256.30,      3.00,         0,    143.60,     82.00,  71934.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    706.00, 110125.00,      1.00,    240.30,    651.00,      2.71,    322.94,      7.10,     61.10,    108.70,     63.40,    500.30,    127.20,     25.70,     22.50,     79.00,    159.60,     25.50,      0.20,      0.20,     22.30,      3.30,      0.50,         0,     75.20,      6.00,         0,     16.40,     10.00,  76224.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    707.00, 110126.00,      1.00,   1040.80,   2864.70,      2.75,   1476.26,     23.20,    232.90,    484.80,    299.90,   2252.30,      8.50,         0,         0,      8.50,    109.20,         0,         0,         0,         0,      3.30,      1.00,      1.00,      3.20,      3.50,         0,     54.20,     43.00,  98407.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    708.00, 110127.00,      1.00,   1177.70,   4046.20,      3.44,   1833.73,     22.40,    225.70,    565.30,    364.30,   2631.20,     20.00,         0,         0,     20.00,    123.90,         0,         0,         0,         0,      7.00,         0,      4.70,      8.30,         0,         0,     54.90,     49.00,  87834.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    709.00, 110128.00,      1.00,    291.50,    922.40,      3.16,    414.95,      9.20,     71.40,    134.10,     76.80,    608.20,    550.30,     65.30,    115.70,    369.30,    609.70,     64.80,      0.50,     58.50,     57.20,     54.00,     44.20,    150.30,    120.80,      2.20,         0,     45.10,     12.20,  65047.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    710.00, 110129.00,      1.00,   1156.30,   2857.10,      2.47,   1339.17,     72.10,    412.80,    440.50,    230.80,   2101.70,   1045.80,    486.70,      9.70,    549.50,   1285.90,    345.30,    141.30,      1.20,      8.50,    165.20,     36.50,     74.20,    273.70,         0,         0,    192.40,     47.70,  50717.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    711.00, 110130.00,      1.00,    328.30,    833.50,      2.54,    388.77,     20.00,    114.20,    127.00,     67.10,    602.90,   1355.30,    950.00,      1.00,    404.30,   1676.40,    408.50,    541.50,      0.80,      0.20,     93.20,     26.00,     29.80,    255.30,         0,         0,    307.70,     13.30,  51122.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    712.00, 110131.00,      1.00,    102.80,    293.40,      2.85,    142.40,      3.00,     24.80,     47.10,     28.00,    217.10,    484.30,     58.20,      0.20,    426.00,    522.80,     42.00,     16.20,      0.20,         0,     46.20,     67.20,    291.80,     20.80,      5.00,         0,     29.30,      4.20,  76224.00,    523.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    713.00, 110132.00,      1.00,   1038.80,   2849.30,      2.74,   1408.62,     31.00,    254.50,    465.30,    287.90,   2193.00,    115.20,      3.30,     15.50,     96.30,    229.30,      2.00,      1.30,      0.20,     15.30,      3.50,      5.70,     65.30,     21.80,      1.80,         0,     69.40,     42.80,  77278.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    714.00, 110133.00,      1.00,    871.30,   2402.80,      2.76,   1225.01,     20.80,    197.20,    403.00,    250.30,   1879.30,    351.80,     31.80,     39.50,    280.50,    462.80,     28.20,      3.70,      1.00,     38.50,     28.30,     72.20,     41.70,    138.30,      3.50,         0,     71.40,     36.00,  92042.00,    641.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    715.00, 110134.00,      1.00,    584.80,   1663.70,      2.84,    837.95,     13.20,    125.00,    274.10,    172.60,   1277.20,    284.50,      3.50,     14.20,    266.80,    370.70,      1.00,      2.50,      2.00,     12.20,    150.70,     44.30,         0,     71.80,         0,         0,     62.00,     24.20,  92898.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    716.00, 110135.00,      1.00,    306.50,    937.70,      3.06,    477.12,      4.90,     62.40,    144.50,     94.80,    683.10,    113.20,     18.20,      0.30,     94.70,    150.50,     13.50,      4.70,      0.20,      0.20,      1.50,      2.50,     84.70,      6.00,      1.30,         0,     23.50,     12.50, 122221.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    717.00, 110136.00,      1.00,    767.20,   2346.50,      3.06,   1134.23,     17.30,    168.70,    354.50,    226.80,   1671.60,    122.00,     68.30,      0.80,     52.80,    247.10,     59.00,      9.30,      0.50,      0.30,      0.50,      9.20,     37.50,      5.70,      6.30,         0,     87.10,     31.70,  86386.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    718.00, 110137.00,      1.00,    293.50,    885.70,      3.02,    442.43,      5.60,     65.20,    135.90,     86.80,    640.80,    148.00,         0,      6.00,    142.00,    184.90,         0,         0,      3.00,      3.00,      7.70,     72.20,         0,     62.20,      6.00,         0,     18.90,     12.00, 104511.00,    936.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    719.00, 110138.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,    867.00,     20.50,    461.70,    384.80,    915.20,     20.20,      0.30,    103.00,    358.70,    144.30,     24.30,      1.70,    214.50,         0,     11.10,     37.10,         0,  75567.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    720.00, 110139.00,      1.00,   1086.00,   2690.50,      2.48,   1226.85,     83.60,    394.30,    396.20,    211.90,   1928.20,   6283.70,   2612.20,     65.70,   3605.80,   6916.00,   2095.50,    516.70,     50.30,     15.30,    894.00,    264.80,    638.80,   1808.20,      0.80,         0,    586.50,     45.00,  45532.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    721.00, 110140.00,      1.00,    703.80,   1768.10,      2.51,    857.84,     35.20,    229.50,    285.80,    153.30,   1337.70,    429.20,    111.30,     51.80,    266.00,    526.00,     98.70,     12.70,      1.20,     50.70,     11.20,     95.80,      1.70,    157.30,         0,         0,     67.70,     29.20,  59699.00,    377.00,    995.00,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    722.00, 110141.00,      1.00,    559.20,   1399.40,      2.50,    579.28,     39.50,    211.90,    209.10,     98.70,    975.40,   1221.70,    185.30,     54.20,    982.20,   1343.10,     96.30,     89.00,     18.00,     36.20,    111.20,    392.00,     70.00,    409.00,      0.20,         0,     98.30,     23.00,  28499.00,         0,         0,   2051.00,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    723.00, 110142.00,      1.00,   1448.80,   3585.10,      2.47,   1678.13,     76.70,    475.20,    586.40,    310.50,   2734.80,    492.20,     86.30,     17.00,    388.80,    662.90,     36.50,     49.80,      1.70,     15.30,     39.30,     30.70,     41.30,    277.50,         0,         0,    110.90,     59.80,  49587.00,    379.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    724.00, 110143.00,      1.00,   1581.20,   4012.70,      2.54,   2066.58,     48.50,    429.80,    697.00,    405.70,   3243.90,    456.20,    148.20,      9.50,    298.50,    659.20,    102.20,     46.00,      6.30,      3.20,     59.30,      6.70,     31.50,    201.00,      7.50,         0,    130.40,     65.20,  80392.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     21.00,Layton - Fruit Heights         ,     32.00,Layton                                       
    725.00, 110144.00,      1.00,    247.30,    789.20,      3.19,    390.08,      3.80,     44.70,    116.20,     82.50,    565.80,    134.30,      0.20,         0,    134.20,    160.50,      0.20,         0,         0,         0,      3.30,    125.80,      1.00,      4.00,         0,         0,     16.30,      9.80, 122221.00,         0,   1165.00,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    726.00, 110145.00,      1.00,    329.50,   1084.90,      3.29,    505.19,      6.60,     62.30,    155.50,    104.90,    740.50,    153.80,      4.00,      4.30,    145.50,    208.00,      3.80,      0.20,         0,      4.30,      4.20,     85.30,         0,     56.00,      2.30,         0,     38.20,     13.70,  86386.00,   1004.00,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    727.00, 110146.00,      1.00,    527.70,   1552.50,      2.94,    759.42,     12.90,    118.90,    238.80,    157.10,   1146.30,         0,         0,         0,         0,     49.60,         0,         0,         0,         0,         0,         0,         0,         0,      1.20,         0,     26.60,     21.80,  86386.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    728.00, 110147.00,      1.00,    721.80,   2213.20,      3.07,   1097.55,     13.30,    141.20,    338.40,    228.90,   1619.10,    537.70,     28.70,    117.70,    391.30,    654.40,     28.00,      0.70,     34.50,     83.20,     38.20,     98.50,     13.00,    241.70,      5.20,         0,     81.70,     29.80, 104511.00,    742.00,    262.00,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
    729.00, 110148.00,      1.00,    376.80,   1129.80,      3.00,    535.70,     12.50,     91.90,    166.70,    105.70,    795.20,   2305.20,    191.00,   1487.70,    626.50,   2460.10,    189.50,      1.50,    238.00,   1249.70,     92.50,    176.30,      9.20,    348.50,      6.50,         0,    132.70,     15.70,  75567.00,         0,         0,         0,     11.00,DAVIS                          ,Layton                                                      ,      8.00,Davis County - North           ,     20.00,Kaysville - Syracuse           ,     32.00,Layton                                       
