merged_point_id,segment_ids_with_directions,geometry,stop_xy,segment_id,direction,travelDirection
1415,WFRC_8093_N,POINT (-112.04080630199202 41.060208889050244),412540_4545960,WFRC_8093,N,SB
1416,1458_000.0_N,POINT (-112.03333467039478 41.060210556225876),413180_4545960,1458_000.0,N,SB
1416,1458_000.4_N,POINT (-112.03333467039478 41.060210556225876),413180_4545960,1458_000.4,N,SB
1416,1465_000.0_N,POINT (-112.03333467039478 41.060210556225876),413180_4545960,1465_000.0,N,SB
1417,1458_000.8_N,POINT (-112.02627914720348 41.060178677329425),413760_4545940,1458_000.8,N,SB
1417,1466_000.0_N,POINT (-112.02627914720348 41.060178677329425),413760_4545940,1466_000.0,N,SB
1418,1458_001.3_N,POINT (-112.01665636081296 41.060193628581516),414580_4545940,1458_001.3,N,SB
1418,1461_000.0_N,POINT (-112.01665636081296 41.060193628581516),414580_4545940,1461_000.0,N,SB
1419,1472_000.0_N,POINT (-112.0070489644605 41.060138638393305),415380_4545920,1472_000.0,N,SB
1420,1458_001.8_N,POINT (-111.99761219121797 41.06014528537972),416180_4545920,1458_001.8,N,SB
1422,1459_000.9_N,POINT (-111.91144880280449 40.96522933566492),423300_4535300,1459_000.9,N,SB
1423,1459_001.5_N,POINT (-111.92128873804195 40.96529209766474),422480_4535320,1459_001.5,N,SB
1424,1461_000.5_N,POINT (-112.01408106178839 41.06762232023958),414800_4546760,1461_000.5,N,SB
1425,1462_000.1_N,POINT (-111.95955628760618 41.07459820521454),419400_4547480,1462_000.1,N,SB
1427,1462_001.9_N,POINT (-111.94483298787358 41.08885423745215),420640_4549060,1462_001.9,N,SB
1427,1478_002.0_N,POINT (-111.94483298787358 41.08885423745215),420640_4549060,1478_002.0,N,SB
1428,1464_000.0_N,POINT (-112.08386765342725 41.07473619610856),408940_4547620,1464_000.0,N,SB
1429,1498_000.3_N,POINT (-112.0645678934414 41.07466679145871),410560_4547600,1498_000.3,N,SB
1429,WFRC_8101_N,POINT (-112.0645678934414 41.07466679145871),410560_4547600,WFRC_8101,N,SB
1430,1464_001.0_N,POINT (-112.04537487141509 41.07468371421288),412180_4547580,1464_001.0,N,SB
1430,1500_000.0_N,POINT (-112.04537487141509 41.07468371421288),412180_4547580,1500_000.0,N,SB
1431,1464_002.0_N,POINT (-112.03567771172582 41.074683748302114),413000_4547560,1464_002.0,N,SB
1431,1464_002.5_N,POINT (-112.03567771172582 41.074683748302114),413000_4547560,1464_002.5,N,SB
1431,1465_000.8_N,POINT (-112.03567771172582 41.074683748302114),413000_4547560,1465_000.8,N,SB
1432,1464_003.0_N,POINT (-112.02623144641178 41.074669072768295),413780_4547560,1464_003.0,N,SB
1432,1466_000.9_N,POINT (-112.02623144641178 41.074669072768295),413780_4547560,1466_000.9,N,SB
1433,1472_001.3_N,POINT (-112.00698914897579 41.074634548586324),415400_4547540,1472_001.3,N,SB
1434,1464_004.0_N,POINT (-111.98784498317795 41.07466125469918),417020_4547520,1464_004.0,N,SB
1434,WFRC_8242_N,POINT (-111.98784498317795 41.07466125469918),417020_4547520,WFRC_8242,N,SB
1435,1465_000.3_N,POINT (-112.0334967855969 41.06422173050995),413160_4546400,1465_000.3,N,SB
1436,1465_000.6_N,POINT (-112.03492544637702 41.067556933392694),413040_4546780,1465_000.6,N,SB
1436,1467_000.0_N,POINT (-112.03492544637702 41.067556933392694),413040_4546780,1467_000.0,N,SB
1437,1465_001.3_N,POINT (-112.03554813359013 41.08918928394903),413020_4549180,1465_001.3,N,SB
1438,1466_000.4_N,POINT (-112.02624663757253 41.06744079658261),413780_4546760,1466_000.4,N,SB
1439,1467_000.5_N,POINT (-112.01418518791402 41.06762224333969),414800_4546760,1467_000.5,N,SB
1439,1467_001.1_N,POINT (-112.01418518791402 41.06762224333969),414800_4546760,1467_001.1,N,SB
1440,1472_000.7_N,POINT (-112.00701821046884 41.067560904110195),415400_4546740,1472_000.7,N,SB
1441,1467_001.5_N,POINT (-111.98787120442553 41.07010939567282),417000_4547000,1467_001.5,N,SB
1441,WFRC_8473_N,POINT (-111.98787120442553 41.07010939567282),417000_4547000,WFRC_8473,N,SB
1442,1467_002.5_N,POINT (-111.98564157481844 41.07165050553441),417200_4547180,1467_002.5,N,SB
1444,1469_000.0_N,POINT (-112.01352371824524 41.09479438168995),414880_4549780,1469_000.0,N,SB
1444,UTA_1006_N,POINT (-112.01352371824524 41.09479438168995),414880_4549780,UTA_1006,N,SB
1446,1469_000.4_N,POINT (-112.01868705169169 41.103661965357894),414460_4550760,1469_000.4,N,SB
1447,1471_000.0_N,POINT (-111.97351478448554 41.074702711717244),418220_4547500,1471_000.0,N,SB
1449,1471_000.8_N,POINT (-111.957448675426 41.07003942822985),419560_4546980,1471_000.8,N,SB
1450,1474_000.8_N,POINT (-111.95851431705385 41.07460300438378),419480_4547480,1474_000.8,N,SB
1450,1484_000.7_N,POINT (-111.95851431705385 41.07460300438378),419480_4547480,1484_000.7,N,SB
1451,1474_001.3_N,POINT (-111.93226565324731 41.07478830299948),421680_4547480,1474_001.3,N,SB
1452,1474_002.2_N,POINT (-111.91631738176152 41.07771327034057),423020_4547780,1474_002.2,N,SB
1452,1474_002.2_N,POINT (-111.91631738176152 41.07771327034057),423020_4547780,1474_002.2,N,SB
1454,1476_000.0_N,POINT (-111.91086750609747 41.08141568327025),423480_4548200,1476_000.0,N,SB
1455,1478_001.5_N,POINT (-111.9593673267294 41.089100123416486),419420_4549100,1478_001.5,N,SB
1455,1484_001.7_N,POINT (-111.9593673267294 41.089100123416486),419420_4549100,1484_001.7,N,SB
1456,1480_000.0_N,POINT (-112.0162734449642 41.110921431719156),414680_4551560,1480_000.0,N,SB
1456,1480_000.4_N,POINT (-112.0162734449642 41.110921431719156),414680_4551560,1480_000.4,N,SB
1456,1486_000.0_N,POINT (-112.0162734449642 41.110921431719156),414680_4551560,1486_000.0,N,SB
1457,1480_000.8_N,POINT (-112.00682517243199 41.11087657146558),415460_4551560,1480_000.8,N,SB
1458,1482_000.0_N,POINT (-112.030195889276 41.11130185202079),413500_4551620,1482_000.0,N,SB
1458,1488_000.0_N,POINT (-112.030195889276 41.11130185202079),413500_4551620,1488_000.0,N,SB
1459,1483_001.0_N,POINT (-112.08382916969583 41.095419017308636),408980_4549920,1483_001.0,N,SB
1459,1495_001.3_N,POINT (-112.08382916969583 41.095419017308636),408980_4549920,1495_001.3,N,SB
1460,1483_001.4_N,POINT (-112.08375383621 41.10368633002885),409000_4550840,1483_001.4,N,SB
1460,1485_001.5_N,POINT (-112.08375383621 41.10368633002885),409000_4550840,1485_001.5,N,SB
1461,1483_003.0_N,POINT (-112.08373739390957 41.12534511125434),409020_4553240,1483_003.0,N,SB
1461,1492_000.2_N,POINT (-112.08373739390957 41.12534511125434),409020_4553240,1492_000.2,N,SB
1462,1483_003.5_N,POINT (-112.08378146277337 41.13261265330579),409040_4554040,1483_003.5,N,SB
1462,1504_000.3_N,POINT (-112.08378146277337 41.13261265330579),409040_4554040,1504_000.3,N,SB
1463,1483_004.5_N,POINT (-112.08375472036485 41.147128073718186),409060_4555660,1483_004.5,N,SB
1463,1506_001.6_N,POINT (-112.08375472036485 41.147128073718186),409060_4555660,1506_001.6,N,SB
1464,1483_005.0_N,POINT (-112.08374815945402 41.15439273265055),409060_4556460,1483_005.0,N,SB
1465,1485_000.0_N,POINT (-112.09846023400281 41.103692992347376),407760_4550840,1485_000.0,N,SB
1465,1485_000.7_N,POINT (-112.09846023400281 41.103692992347376),407760_4550840,1485_000.7,N,SB
1466,1485_002.5_N,POINT (-112.04528961698223 41.103647473226935),412220_4550780,1485_002.5,N,SB
1466,1490_000.0_N,POINT (-112.04528961698223 41.103647473226935),412220_4550780,1490_000.0,N,SB
1469,1489_001.0_N,POINT (-112.0548826844461 41.11808520065184),411440_4552400,1489_001.0,N,SB
1469,1489_001.5_N,POINT (-112.0548826844461 41.11808520065184),411440_4552400,1489_001.5,N,SB
1470,1489_002.0_N,POINT (-112.04525078244113 41.11807102967529),412240_4552400,1489_002.0,N,SB
1470,1490_001.5_N,POINT (-112.04525078244113 41.11807102967529),412240_4552400,1490_001.5,N,SB
1471,1490_002.0_N,POINT (-112.04526480530741 41.12532825116233),412260_4553200,1490_002.0,N,SB
1471,1492_003.5_N,POINT (-112.04526480530741 41.12532825116233),412260_4553200,1492_003.5,N,SB
1472,1490_002.5_N,POINT (-112.0452509203186 41.13260490368298),412260_4554000,1490_002.5,N,SB
1472,1504_003.5_N,POINT (-112.0452509203186 41.13260490368298),412260_4554000,1504_003.5,N,SB
1473,1492_000.0_N,POINT (-112.10797743354878 41.12520945266705),407000_4553240,1492_000.0,N,SB
1474,1492_003.0_N,POINT (-112.05477203501829 41.125346741079674),411460_4553200,1492_003.0,N,SB
1475,1495_000.0_N,POINT (-112.07974432462805 41.089220591600274),409320_4549220,1495_000.0,N,SB
1476,1498_000.0_N,POINT (-112.04543968993697 41.063041376660976),412160_4546280,1498_000.0,N,SB
1477,1504_000.0_N,POINT (-112.10715435156284 41.13260529948953),407080_4554060,1504_000.0,N,SB
1478,1504_002.5_N,POINT (-112.05477125683848 41.13263448371964),411460_4554020,1504_002.5,N,SB
1478,1504_003.0_N,POINT (-112.05477125683848 41.13263448371964),411460_4554020,1504_003.0,N,SB
1479,1506_000.0_N,POINT (-112.11296148188282 41.148915606136946),406600_4555880,1506_000.0,N,SB
1479,1506_000.5_N,POINT (-112.11296148188282 41.148915606136946),406600_4555880,1506_000.5,N,SB
1480,1506_001.0_N,POINT (-112.10350063743566 41.14729486582622),407400_4555700,1506_001.0,N,SB
1480,WFRC_8026_N,POINT (-112.10350063743566 41.14729486582622),407400_4555700,WFRC_8026,N,SB
1483,1506_003.6_N,POINT (-112.0455000253196 41.14714603892319),412260_4555620,1506_003.6,N,SB
1484,1508_000.0_N,POINT (-111.96895479679573 41.14745281942354),418700_4555580,1508_000.0,N,SB
1484,WFRC_8219_N,POINT (-111.96895479679573 41.14745281942354),418700_4555580,WFRC_8219,N,SB
1485,1508_000.7_N,POINT (-111.96885414993062 41.15135783951118),418700_4556020,1508_000.7,N,SB
1485,3342_000.0_N,POINT (-111.96885414993062 41.15135783951118),418700_4556020,3342_000.0,N,SB
1486,WFRC_8006_N,POINT (-111.96902001375874 41.16033030439363),418700_4557000,WFRC_8006,N,SB
1487,1508_000.8_N,POINT (-111.96856705026941 41.16595493477871),418740_4557640,1508_000.8,N,SB
1489,1822_000.0_N,POINT (-111.68128243912157 39.90088927170009),441760_4416980,1822_000.0,N,SB
1490,1822_009.9_N,POINT (-111.6409498219039 39.94011643603116),445240_4421300,1822_009.9,N,SB
1492,1826_013.7_N,POINT (-111.8069871753403 39.952095072068865),431060_4422760,1826_013.7,N,SB
1492,2871_000.0_N,POINT (-111.8069871753403 39.952095072068865),431060_4422760,2871_000.0,N,SB
1493,1826_014.6_N,POINT (-111.80327867414228 39.953581989385846),431380_4422920,1826_014.6,N,SB
1494,1826_014.9_N,POINT (-111.795387119144 39.96049661622757),432060_4423680,1826_014.9,N,SB
1494,MAG_6422_N,POINT (-111.795387119144 39.96049661622757),432060_4423680,MAG_6422,N,SB
1495,1826_015.6_N,POINT (-111.79082680894558 39.967835182746676),432460_4424480,1826_015.6,N,SB
1495,MAG_6424_N,POINT (-111.79082680894558 39.967835182746676),432460_4424480,MAG_6424,N,SB
1495,MAG_6425_N,POINT (-111.79082680894558 39.967835182746676),432460_4424480,MAG_6425,N,SB
1497,2030_000.2_N,POINT (-112.06211815000772 40.5732876159758),410100_4491940,2030_000.2,N,SB
1498,2030_000.7_N,POINT (-112.06329796600416 40.56599892724308),410000_4491120,2030_000.7,N,SB
1499,2030_001.4_N,POINT (-112.06189686084008 40.555658887346844),410100_4489980,2030_001.4,N,SB
1499,WFRC_8367_N,POINT (-112.06189686084008 40.555658887346844),410100_4489980,WFRC_8367,N,SB
1500,2030_001.8_N,POINT (-112.06333561430287 40.55035102985606),409960_4489380,2030_001.8,N,SB
1500,WFRC_8115_N,POINT (-112.06333561430287 40.55035102985606),409960_4489380,WFRC_8115,N,SB
1500,WFRC_8118_N,POINT (-112.06333561430287 40.55035102985606),409960_4489380,WFRC_8118,N,SB
1500,WFRC_8356_N,POINT (-112.06333561430287 40.55035102985606),409960_4489380,WFRC_8356,N,SB
1501,2030_002.7_N,POINT (-112.06982357315887 40.53757389907832),409400_4487980,2030_002.7,N,SB
1501,2060_000.0_N,POINT (-112.06982357315887 40.53757389907832),409400_4487980,2060_000.0,N,SB
1502,2030_002.8_N,POINT (-112.07069226973472 40.53696497036728),409320_4487900,2030_002.8,N,SB
1503,2030_003.1_N,POINT (-112.07803076969765 40.53341573430569),408700_4487520,2030_003.1,N,SB
1503,WFRC_8387_N,POINT (-112.07803076969765 40.53341573430569),408700_4487520,WFRC_8387,N,SB
1504,2030_003.7_N,POINT (-112.08608551636068 40.52954287773193),408020_4487100,2030_003.7,N,SB
1505,2030_004.6_N,POINT (-112.09262508851785 40.52003931902502),407440_4486060,2030_004.6,N,SB
1506,2030_005.1_N,POINT (-112.09100406435891 40.51337721521207),407580_4485320,2030_005.1,N,SB
1506,2688_009.7_N,POINT (-112.09100406435891 40.51337721521207),407580_4485320,2688_009.7,N,SB
1507,2030_005.8_N,POINT (-112.07732139503413 40.51294372189032),408740_4485240,2030_005.8,N,SB
1508,WFRC_8107_N,POINT (-112.0650155408239 40.50962339247558),409760_4484860,WFRC_8107,N,SB
1509,2030_006.5_N,POINT (-112.05398016532573 40.511009227325765),410700_4485020,2030_006.5,N,SB
1509,WFRC_8394_N,POINT (-112.05398016532573 40.511009227325765),410700_4485020,WFRC_8394,N,SB
1510,2030_007.0_N,POINT (-112.04353902279885 40.513668519424655),411600_4485300,2030_007.0,N,SB
1510,2035_001.6_N,POINT (-112.04353902279885 40.513668519424655),411600_4485300,2035_001.6,N,SB
1511,2030_007.7_N,POINT (-112.03303816803339 40.51416809194519),412480_4485340,2030_007.7,N,SB
1512,2030_008.2_N,POINT (-112.02447077594478 40.51440544640621),413220_4485360,2030_008.2,N,SB
1512,2153_004.0_N,POINT (-112.02447077594478 40.51440544640621),413220_4485360,2153_004.0,N,SB
1513,2030_008.7_N,POINT (-112.01735951591778 40.51662963509585),413820_4485600,2030_008.7,N,SB
1513,WFRC_8404_N,POINT (-112.01735951591778 40.51662963509585),413820_4485600,WFRC_8404,N,SB
1514,2030_009.1_N,POINT (-112.01106202609998 40.522420651295306),414360_4486240,2030_009.1,N,SB
1515,2030_010.2_N,POINT (-111.99994197530641 40.52240029847832),415300_4486220,2030_010.2,N,SB
1515,2167_000.2_N,POINT (-111.99994197530641 40.52240029847832),415300_4486220,2167_000.2,N,SB
1516,2030_010.6_N,POINT (-111.98967771961296 40.52226852625748),416160_4486200,2030_010.6,N,SB
1516,WFRC_8009_N,POINT (-111.98967771961296 40.52226852625748),416160_4486200,WFRC_8009,N,SB
1517,2030_010.8_N,POINT (-111.98727351939574 40.522243030194986),416380_4486200,2030_010.8,N,SB
1519,2031_000.0_N,POINT (-112.06505340397105 40.49040487645274),409740_4482740,2031_000.0,N,SB
1520,2031_002.2_N,POINT (-112.04353848329951 40.49909800113164),411580_4483680,2031_002.2,N,SB
1520,2193_000.6_N,POINT (-112.04353848329951 40.49909800113164),411580_4483680,2193_000.6,N,SB
1521,2032_000.0_N,POINT (-111.86273473027498 40.54426857356536),426940_4488520,2032_000.0,N,SB
1522,2062_000.0_N,POINT (-111.86183412196847 40.527624320101076),427000_4486680,2062_000.0,N,SB
1523,2032_001.2_N,POINT (-111.8627438778757 40.551515173425656),426960_4489340,2032_001.2,N,SB
1523,2061_001.6_N,POINT (-111.8627438778757 40.551515173425656),426960_4489340,2061_001.6,N,SB
1524,2032_001.6_N,POINT (-111.86214713277161 40.558764485923106),427020_4490140,2032_001.6,N,SB
1525,2082_000.1_N,POINT (-111.88434149339412 40.48529322534165),425040_4482000,2082_000.1,N,SB
1525,2920_005.1_N,POINT (-111.88434149339412 40.48529322534165),425040_4482000,2920_005.1,N,SB
1526,2033_000.0_N,POINT (-111.88226874908369 40.493790465926715),425240_4482940,2033_000.0,N,SB
1527,2034_000.6_N,POINT (-112.07261632031528 40.566033854058354),409200_4491140,2034_000.6,N,SB
1528,2034_001.1_N,POINT (-112.05421454924978 40.56599993206114),410760_4491120,2034_001.1,N,SB
1528,2034_001.5_N,POINT (-112.05421454924978 40.56599993206114),410760_4491120,2034_001.5,N,SB
1529,WFRC_8374_N,POINT (-112.04033004032944 40.565996174923846),411940_4491100,WFRC_8374,N,SB
1530,2034_002.7_N,POINT (-112.02507202250112 40.57146600693056),413240_4491700,2034_002.7,N,SB
1530,WFRC_8127_N,POINT (-112.02507202250112 40.57146600693056),413240_4491700,WFRC_8127,N,SB
1531,2034_003.2_N,POINT (-112.02016459214032 40.57390412783282),413660_4491960,2034_003.2,N,SB
1532,2034_003.5_N,POINT (-112.0152251438129 40.57634103472313),414080_4492220,2034_003.5,N,SB
1533,2034_003.8_N,POINT (-112.00499432639643 40.58140837695228),414940_4492780,2034_003.8,N,SB
1533,2156_003.1_N,POINT (-112.00499432639643 40.58140837695228),414940_4492780,2156_003.1,N,SB
1534,2193_001.0_N,POINT (-112.0435256069069 40.50786185845479),411580_4484660,2193_001.0,N,SB
1535,2035_002.0_N,POINT (-112.03397966015957 40.50786839439958),412400_4484640,2035_002.0,N,SB
1535,2035_002.5_N,POINT (-112.03397966015957 40.50786839439958),412400_4484640,2035_002.5,N,SB
1535,2187_000.4_N,POINT (-112.03397966015957 40.50786839439958),412400_4484640,2187_000.4,N,SB
1536,2153_003.0_N,POINT (-112.02445613526922 40.50785961878346),413200_4484640,2153_003.0,N,SB
1537,2035_003.0_N,POINT (-112.01016493862345 40.507863636713694),414420_4484620,2035_003.0,N,SB
1537,2035_003.7_N,POINT (-112.01016493862345 40.507863636713694),414420_4484620,2035_003.7,N,SB
1537,WFRC_8402_N,POINT (-112.01016493862345 40.507863636713694),414420_4484620,WFRC_8402,N,SB
1538,WFRC_8125_N,POINT (-111.99864948594679 40.50784715887774),415380_4484600,WFRC_8125,N,SB
1539,2035_004.3_N,POINT (-111.98743371394595 40.507857240903306),416340_4484600,2035_004.3,N,SB
1539,2035_004.9_N,POINT (-111.98743371394595 40.507857240903306),416340_4484600,2035_004.9,N,SB
1539,2169_000.5_N,POINT (-111.98743371394595 40.507857240903306),416340_4484600,2169_000.5,N,SB
1540,2039_001.7_N,POINT (-111.97683180036003 40.507778255527874),417240_4484580,2039_001.7,N,SB
1541,2035_005.5_N,POINT (-111.95767727549455 40.507789945240006),418860_4484560,2035_005.5,N,SB
1541,2035_006.5_N,POINT (-111.95767727549455 40.507789945240006),418860_4484560,2035_006.5,N,SB
1541,2040_002.1_N,POINT (-111.95767727549455 40.507789945240006),418860_4484560,2040_002.1,N,SB
1542,2036_000.0_N,POINT (-112.05050502691283 40.609440101148195),411140_4495940,2036_000.0,N,SB
1542,2036_000.3_N,POINT (-112.05050502691283 40.609440101148195),411140_4495940,2036_000.3,N,SB
1542,WFRC_8334_N,POINT (-112.05050502691283 40.609440101148195),411140_4495940,WFRC_8334,N,SB
1543,WFRC_8331_N,POINT (-112.0436526663876 40.60941934861844),411720_4495920,WFRC_8331,N,SB
1544,2036_001.2_N,POINT (-112.03085178971902 40.60944946760995),412800_4495920,2036_001.2,N,SB
1544,2036_001.3_N,POINT (-112.03085178971902 40.60944946760995),412800_4495920,2036_001.3,N,SB
1545,2123_000.5_N,POINT (-112.02420468395461 40.60944751863302),413360_4495900,2123_000.5,N,SB
1546,2036_001.6_N,POINT (-112.01266611766515 40.60946287760869),414340_4495900,2036_001.6,N,SB
1546,2036_002.2_N,POINT (-112.01266611766515 40.60946287760869),414340_4495900,2036_002.2,N,SB
1546,2195_000.7_N,POINT (-112.01266611766515 40.60946287760869),414340_4495900,2195_000.7,N,SB
1547,2156_004.9_N,POINT (-112.00535761103573 40.609450967886694),414960_4495880,2156_004.9,N,SB
1548,2036_002.6_N,POINT (-111.99726662837188 40.60946616488206),415640_4495880,2036_002.6,N,SB
1548,2036_003.2_N,POINT (-111.99726662837188 40.60946616488206),415640_4495880,2036_003.2,N,SB
1548,WFRC_8220_N,POINT (-111.99726662837188 40.60946616488206),415640_4495880,WFRC_8220,N,SB
1549,WFRC_8467_N,POINT (-111.99382555832337 40.60945222567316),415920_4495880,WFRC_8467,N,SB
1550,2036_003.4_N,POINT (-111.98873239290303 40.60946715038822),416360_4495880,2036_003.4,N,SB
1550,2161_003.3_N,POINT (-111.98873239290303 40.60946715038822),416360_4495880,2161_003.3,N,SB
1551,2037_000.0_N,POINT (-111.94910164540177 40.53685009124859),419620_4487780,2037_000.0,N,SB
1553,2038_000.0_N,POINT (-111.95773928238374 40.48960385794203),418840_4482540,2038_000.0,N,SB
1553,2040_001.0_N,POINT (-111.95773928238374 40.48960385794203),418840_4482540,2040_001.0,N,SB
1554,WFRC_8235_N,POINT (-111.94833710116598 40.48957572163237),419640_4482520,WFRC_8235,N,SB
1555,2038_000.9_N,POINT (-111.93904172534984 40.48636582884609),420420_4482160,2038_000.9,N,SB
1555,WFRC_8239_N,POINT (-111.93904172534984 40.48636582884609),420420_4482160,WFRC_8239,N,SB
1556,2038_003.5_N,POINT (-111.93912195809254 40.489582236672724),420420_4482520,2038_003.5,N,SB
1557,2039_000.0_N,POINT (-111.96727590006275 40.489624033801974),418020_4482560,2039_000.0,N,SB
1557,2039_000.5_N,POINT (-111.96727590006275 40.489624033801974),418020_4482560,2039_000.5,N,SB
1557,WFRC_8237_N,POINT (-111.96727590006275 40.489624033801974),418020_4482560,WFRC_8237,N,SB
1558,WFRC_8217_N,POINT (-111.97675312921915 40.489572733067156),417220_4482560,WFRC_8217,N,SB
1559,2039_001.0_N,POINT (-111.97676933869872 40.49689920295159),417240_4483360,2039_001.0,N,SB
1559,WFRC_8001_N,POINT (-111.97676933869872 40.49689920295159),417240_4483360,WFRC_8001,N,SB
1560,2039_001.5_N,POINT (-111.97675245975596 40.50051962858774),417240_4483780,2039_001.5,N,SB
1560,2169_000.0_N,POINT (-111.97675245975596 40.50051962858774),417240_4483780,2169_000.0,N,SB
1561,2039_002.3_N,POINT (-111.97677246405613 40.51394257277576),417260_4485260,2039_002.3,N,SB
1561,WFRC_8121_N,POINT (-111.97677246405613 40.51394257277576),417260_4485260,WFRC_8121,N,SB
1562,2039_003.3_N,POINT (-111.97676815353192 40.53689787487246),417280_4487800,2039_003.3,N,SB
1562,2067_002.4_N,POINT (-111.97676815353192 40.53689787487246),417280_4487800,2067_002.4,N,SB
1563,2040_000.0_N,POINT (-111.94838706421062 40.478685284328876),419620_4481320,2040_000.0,N,SB
1564,2040_000.1_N,POINT (-111.95788556771329 40.478705004267034),418800_4481340,2040_000.1,N,SB
1565,2040_001.4_N,POINT (-111.9577130246123 40.49677816948441),418840_4483340,2040_001.4,N,SB
1566,2040_003.7_N,POINT (-111.95772757762418 40.536853681911616),418900_4487780,2040_003.7,N,SB
1566,2067_002.9_N,POINT (-111.95772757762418 40.536853681911616),418900_4487780,2067_002.9,N,SB
1567,2040_006.4_N,POINT (-111.95778186261376 40.57325213991768),418940_4491820,2040_006.4,N,SB
1567,2080_000.5_N,POINT (-111.95778186261376 40.57325213991768),418940_4491820,2080_000.5,N,SB
1567,2080_001.0_N,POINT (-111.95778186261376 40.57325213991768),418940_4491820,2080_001.0,N,SB
1568,2040_007.2_N,POINT (-111.95778407727285 40.57982782114669),418940_4492560,2040_007.2,N,SB
1569,2040_008.2_N,POINT (-111.95780809749546 40.59409227752723),418960_4494140,2040_008.2,N,SB
1569,WFRC_8486_N,POINT (-111.95780809749546 40.59409227752723),418960_4494140,WFRC_8486,N,SB
1570,2040_008.6_N,POINT (-111.95780755020543 40.59514701815084),418960_4494260,2040_008.6,N,SB
1570,WFRC_8485_N,POINT (-111.95780755020543 40.59514701815084),418960_4494260,WFRC_8485,N,SB
1571,2040_008.7_N,POINT (-111.95777040470865 40.59853963291009),418960_4494640,2040_008.7,N,SB
1572,2040_009.6_N,POINT (-111.95781064311905 40.62404009382462),419000_4497460,2040_009.6,N,SB
1572,2104_001.7_N,POINT (-111.95781064311905 40.62404009382462),419000_4497460,2104_001.7,N,SB
1572,2104_002.2_N,POINT (-111.95781064311905 40.62404009382462),419000_4497460,2104_002.2,N,SB
1573,2040_010.6_N,POINT (-111.95781597345774 40.63856285034992),419000_4499080,2040_010.6,N,SB
1574,2040_013.6_N,POINT (-111.95799193057043 40.68214399252585),419040_4503920,2040_013.6,N,SB
1574,2172_006.5_N,POINT (-111.95799193057043 40.68214399252585),419040_4503920,2172_006.5,N,SB
1574,2172_007.0_N,POINT (-111.95799193057043 40.68214399252585),419040_4503920,2172_007.0,N,SB
1575,2040_014.6_N,POINT (-111.95798824007385 40.689326592033794),419060_4504720,2040_014.6,N,SB
1576,2040_015.1_N,POINT (-111.95798949594631 40.69293984359654),419060_4505120,2040_015.1,N,SB
1576,2215_000.5_N,POINT (-111.95798949594631 40.69293984359654),419060_4505120,2215_000.5,N,SB
1577,2040_015.6_N,POINT (-111.95796333852141 40.7039200058449),419080_4506340,2040_015.6,N,SB
1577,2246_003.0_N,POINT (-111.95796333852141 40.7039200058449),419080_4506340,2246_003.0,N,SB
1578,2040_016.1_N,POINT (-111.95802795799047 40.71222855501409),419080_4507260,2040_016.1,N,SB
1578,2162_001.1_N,POINT (-111.95802795799047 40.71222855501409),419080_4507260,2162_001.1,N,SB
1579,2040_016.7_N,POINT (-111.95804877599663 40.71929644672645),419080_4508040,2040_016.7,N,SB
1579,WFRC_8018_N,POINT (-111.95804877599663 40.71929644672645),419080_4508040,WFRC_8018,N,SB
1580,2040_017.2_N,POINT (-111.96779324606509 40.725761616955005),418280_4508760,2040_017.2,N,SB
1580,2164_005.0_N,POINT (-111.96779324606509 40.725761616955005),418280_4508760,2164_005.0,N,SB
1581,2041_000.0_N,POINT (-111.90705137870994 40.50985127765545),423160_4484740,2041_000.0,N,SB
1582,2149_001.8_N,POINT (-111.90383691454292 40.506234733767926),423420_4484340,2149_001.8,N,SB
1583,2041_000.3_N,POINT (-111.90628516717508 40.519453516321356),423220_4485800,2041_000.3,N,SB
1583,WFRC_8484_N,POINT (-111.90628516717508 40.519453516321356),423220_4485800,WFRC_8484,N,SB
1584,2042_000.0_N,POINT (-111.86594122290882 40.65529490834655),426800_4500860,2042_000.0,N,SB
1586,2123_002.0_N,POINT (-112.02446993955017 40.63128402187008),413360_4498340,2123_002.0,N,SB
1587,2043_000.0_N,POINT (-112.00725230160843 40.63131999727877),414820_4498320,2043_000.0,N,SB
1587,2156_006.4_N,POINT (-112.00725230160843 40.63131999727877),414820_4498320,2156_006.4,N,SB
1588,2044_000.1_N,POINT (-111.88917089402962 40.500678078093515),424660_4483700,2044_000.1,N,SB
1588,2046_004.7_N,POINT (-111.88917089402962 40.500678078093515),424660_4483700,2046_004.7,N,SB
1589,2044_000.6_N,POINT (-111.8818008556583 40.500680498426284),425280_4483700,2044_000.6,N,SB
1591,2044_001.1_N,POINT (-111.8532876635065 40.50398459423903),427700_4484040,2044_001.1,N,SB
1593,2045_000.0_N,POINT (-111.87101177357798 40.51982953520661),426220_4485820,2045_000.0,N,SB
1593,2183_000.6_N,POINT (-111.87101177357798 40.51982953520661),426220_4485820,2183_000.6,N,SB
1594,2045_000.5_N,POINT (-111.8711756197232 40.52509936210442),426200_4486400,2045_000.5,N,SB
1594,2072_000.1_N,POINT (-111.8711756197232 40.52509936210442),426200_4486400,2072_000.1,N,SB
1595,2046_000.0_N,POINT (-111.90178587749044 40.44697316169996),423520_4477760,2046_000.0,N,SB
1595,MAG_6126_N,POINT (-111.90178587749044 40.44697316169996),423520_4477760,MAG_6126,N,SB
