STOPID,SegID,Direction
413520_4489940,2071_002.3,EB
414100_4490360,2071_002.8,EB
414900_4490640,2071_003.3,EB
415360_4490640,2071_003.6,EB
416500_4490640,2071_004.4,EB
426200_4486620,2072_000.0,EB
426200_4486400,2072_000.1,EB
426620_4486400,2072_000.4,EB
426800_4486400,2072_000.5,EB
427260_4486420,2072_000.8,EB
427720_4486400,2072_001.1,EB
424300_4489340,2073_000.0,EB
424300_4489340,2073_000.4,EB
428540_4488000,2074_000.0,EB
429500_4488020,2074_000.6,EB
431920_4489180,2074_002.6,EB
432420_4491680,2074_004.4,EB
427760_4501240,2076_000.0,EB
427780_4502000,2076_000.4,EB
427820_4502960,2076_001.0,EB
427840_4504380,2076_001.9,EB
427780_4506100,2076_002.8,EB
427780_4506100,2076_003.0,EB
427800_4507000,2076_003.6,EB
427900_4507980,2076_003.7,EB
427900_4508620,2076_004.2,EB
427900_4508620,2076_004.6,EB
427900_4509520,2076_005.1,EB
427900_4510420,2076_005.7,EB
427920_4511340,2076_006.3,EB
427920_4511580,2076_006.4,EB
427920_4512060,2076_006.7,EB
427920_4512300,2076_006.9,EB
427920_4512540,2076_007.0,EB
427920_4512780,2076_007.2,EB
427940_4513020,2076_007.3,EB
427940_4513500,2076_007.5,EB
428640_4497480,2077_000.0,EB
423960_4490180,2078_000.0,EB
424320_4490180,2078_000.1,EB
424580_4490160,2078_000.3,EB
426160_4490140,2078_001.3,EB
427020_4490140,2078_001.8,EB
427760_4490120,2078_002.3,EB
428560_4489960,2078_002.8,EB
427320_4502960,2079_000.0,EB
427340_4504380,2079_000.9,EB
417300_4491840,2080_000.0,EB
418120_4491840,2080_000.5,EB
418940_4491820,2080_001.0,EB
419740_4491820,2080_001.5,EB
420560_4491800,2080_002.0,EB
421360_4491720,2080_002.5,EB
422160_4491700,2080_003.0,EB
423440_4491380,2080_003.9,EB
424040_4491380,2080_004.2,EB
424600_4491380,2080_004.6,EB
424920_4491560,2080_004.8,EB
425480_4491760,2080_005.3,EB
426180_4491760,2080_005.7,EB
427780_4490880,2080_006.9,EB
428060_4490880,2080_007.0,EB
428940_4490820,2080_007.6,EB
430200_4491700,2080_008.6,EB
430200_4491700,2080_009.3,EB
428580_4491720,2081_000.0,EB
423820_4481860,2082_000.0,EB
424000_4481680,2082_000.1,EB
425040_4482000,2082_000.8,EB
425840_4482580,2082_001.5,EB
427460_4483700,2082_002.7,EB
427760_4483960,2082_002.9,EB
429340_4486480,2082_005.0,EB
429120_4491720,2082_008.5,EB
429420_4493540,2082_009.0,EB
429420_4493540,2082_009.6,EB
429460_4496400,2082_010.6,EB
429440_4497380,2082_011.5,EB
429440_4497380,2082_012.1,EB
412480_4485340,2083_000.0,EB
412500_4486000,2083_000.4,EB
412500_4486600,2083_000.8,EB
412520_4487340,2083_001.2,EB
427260_4497440,2084_000.0,EB
427060_4498060,2084_000.3,EB
427040_4498220,2084_000.7,EB
419700_4488580,2085_000.0,EB
419740_4490600,2085_001.2,EB
419740_4491820,2085_002.0,EB
419760_4493420,2085_003.0,EB
419760_4494120,2085_003.4,EB
419780_4494920,2085_003.9,EB
419800_4495840,2085_004.5,EB
419800_4497460,2085_005.5,EB
424620_4494060,2086_000.0,EB
425360_4494040,2086_000.5,EB
426200_4494160,2086_001.0,EB
427000_4494160,2086_001.5,EB
427820_4494160,2086_002.0,EB
424040_4491380,2087_000.0,EB
423900_4492600,2087_000.9,EB
423900_4492600,2087_001.7,EB
425380_4493420,2088_000.0,EB
425360_4494040,2088_000.5,EB
428060_4490880,2089_000.0,EB
428580_4491720,2089_000.9,EB
429120_4491720,2089_001.2,EB
422980_4495420,2090_000.0,EB
424140_4495400,2090_000.7,EB
424640_4495380,2090_001.0,EB
426220_4496380,2091_000.0,EB
426240_4497020,2091_000.4,EB
426240_4498280,2091_001.2,EB
424640_4495800,2092_000.0,EB
426220_4495780,2092_001.0,EB
427020_4495780,2092_001.5,EB
427800_4495880,2092_002.0,EB
423900_4488560,2093_000.0,EB
423580_4490200,2093_001.2,EB
423560_4490720,2093_002.4,EB
423440_4491380,2093_002.7,EB
423440_4491380,2093_003.2,EB
422980_4494580,2093_004.5,EB
422560_4495140,2093_005.3,EB
422540_4495900,2093_005.8,EB
422520_4496520,2093_006.3,EB
422520_4496520,2093_006.7,EB
422660_4497140,2093_007.1,EB
418100_4487800,2094_000.0,EB
418120_4490600,2094_000.5,EB
418120_4490600,2094_001.8,EB
418120_4491840,2094_002.5,EB
418140_4492560,2094_003.0,EB
418140_4493440,2094_003.5,EB
418140_4494260,2094_004.0,EB
418160_4495860,2094_005.0,EB
418180_4497480,2094_006.0,EB
418200_4499080,2094_007.0,EB
418220_4500700,2094_008.0,EB
418220_4502300,2094_009.0,EB
418240_4503920,2094_010.0,EB
418260_4505120,2094_010.8,EB
418260_4505540,2094_011.0,EB
418260_4506340,2094_011.5,EB
418280_4507220,2094_012.1,EB
418260_4508860,2094_012.6,EB
417920_4510400,2094_013.1,EB
424660_4496420,2095_000.0,EB
426220_4496380,2095_001.1,EB
410580_4495140,2097_000.0,EB
411140_4495140,2097_000.3,EB
411720_4495120,2097_000.7,EB
412540_4495120,2097_001.2,EB
423840_4492600,2098_000.0,EB
424600_4492580,2098_000.4,EB
424960_4492580,2098_000.7,EB
425380_4492580,2098_000.9,EB
425600_4492580,2098_001.1,EB
426180_4492580,2098_001.4,EB
420660_4503620,2101_000.0,EB
423040_4499520,2102_000.0,EB
423720_4499520,2102_000.4,EB
424040_4499500,2102_000.6,EB
424840_4499500,2102_001.1,EB
425340_4499440,2102_001.4,EB
426240_4499340,2102_002.0,EB
426780_4499380,2102_002.3,EB
427740_4499200,2102_003.0,EB
432240_4502880,2103_000.0,EB
432740_4504320,2103_001.0,EB
416560_4495880,2104_000.0,EB
416900_4497040,2104_000.8,EB
417420_4497480,2104_001.2,EB
418180_4497480,2104_001.7,EB
419000_4497460,2104_002.2,EB
419800_4497460,2104_002.7,EB
420580_4495840,2105_000.0,EB
421400_4495820,2105_000.5,EB
421780_4495740,2105_000.7,EB
422540_4495900,2105_001.2,EB
422760_4495920,2105_001.4,EB
416480_4487820,2107_001.0,EB
416480_4488640,2107_001.5,EB
416500_4490640,2107_002.8,EB
416500_4491040,2107_003.0,EB
416520_4491880,2107_003.5,EB
416520_4492780,2107_004.0,EB
416520_4493480,2107_004.5,EB
416520_4493780,2107_004.7,EB
422980_4493400,2108_000.0,EB
422980_4494580,2108_000.7,EB
422980_4495420,2108_001.1,EB
422980_4495420,2108_001.3,EB
425360_4502980,2111_000.0,EB
416140_4499120,2113_000.0,EB
416060_4500680,2113_001.6,EB
422760_4495920,2114_000.0,EB
423000_4495940,2114_000.1,EB
423880_4495960,2114_000.7,EB
424320_4495960,2114_001.0,EB
432480_4503380,2115_000.0,EB
433200_4503360,2115_000.4,EB
424680_4497040,2116_000.0,EB
426240_4497020,2116_001.0,EB
426760_4497180,2116_001.3,EB
427260_4497440,2116_001.7,EB
427700_4497600,2116_002.0,EB
429440_4497380,2116_003.1,EB
430240_4497340,2116_003.6,EB
431680_4497320,2116_004.5,EB
415360_4490640,2117_000.0,EB
415360_4490640,2117_001.1,EB
423020_4497080,2118_000.0,EB
423020_4497520,2118_000.3,EB
423040_4498280,2118_000.7,EB
423040_4499520,2118_001.5,EB
423040_4500720,2118_002.3,EB
423380_4502220,2118_002.9,EB
423380_4502220,2118_003.4,EB
423480_4503020,2118_003.9,EB
423480_4504400,2118_004.8,EB
424740_4497840,2119_000.0,EB
413360_4499140,2120_000.0,EB
414980_4499120,2120_001.0,EB
415460_4499120,2120_001.2,EB
416140_4499120,2120_001.7,EB
416580_4499100,2120_002.0,EB
417420_4499100,2120_002.5,EB
418200_4499080,2120_003.0,EB
419000_4499080,2120_003.5,EB
419800_4499060,2120_004.0,EB
415580_4502300,2121_000.0,EB
424880_4500220,2122_000.0,EB
425680_4500180,2122_000.5,EB
426340_4500220,2122_000.9,EB
426800_4500220,2122_001.2,EB
427760_4500200,2122_001.8,EB
428240_4500180,2122_002.1,EB
413340_4494300,2123_000.0,EB
413340_4495120,2123_000.5,EB
413340_4496700,2123_001.0,EB
413340_4496700,2123_001.4,EB
413340_4497520,2123_002.0,EB
413360_4498340,2123_002.5,EB
421420_4498080,2124_000.0,EB
423040_4498280,2124_001.0,EB
423920_4498380,2124_001.6,EB
424060_4498380,2124_001.7,EB
424780_4498420,2124_002.1,EB
425300_4498380,2124_002.4,EB
426240_4498280,2124_003.0,EB
426760_4498220,2124_003.3,EB
427040_4498220,2124_003.5,EB
427780_4501420,2125_000.0,EB
425300_4498380,2126_000.0,EB
425340_4499440,2126_000.7,EB
423720_4499520,2128_000.0,EB
423920_4500840,2128_000.8,EB
423960_4502220,2128_001.3,EB
423960_4502220,2128_001.7,EB
423800_4504360,2128_002.2,EB
423980_4505840,2128_003.2,EB
423980_4505840,2128_004.2,EB
424000_4507240,2128_005.0,EB
424020_4508660,2128_005.9,EB
424040_4509560,2128_006.5,EB
424040_4510460,2128_007.1,EB
424060_4511360,2128_007.6,EB
424060_4511620,2128_007.8,EB
424060_4511840,2128_007.9,EB
424060_4512100,2128_008.1,EB
424060_4512340,2128_008.2,EB
412600_4499140,2129_000.0,EB
424900_4500960,2130_000.0,EB
426160_4500960,2130_000.8,EB
426340_4500220,2130_001.3,EB
425480_4491760,2131_000.0,EB
427060_4491160,2133_000.0,EB
418240_4509040,2135_000.0,EB
419100_4509580,2135_001.0,EB
419100_4510380,2136_000.0,EB
423000_4504420,2138_000.0,EB
423880_4497040,2140_000.0,EB
423920_4498380,2140_000.8,EB
424040_4499500,2140_001.5,EB
424340_4501180,2140_002.6,EB
424500_4501620,2140_002.9,EB
424600_4501840,2140_003.1,EB
424740_4501880,2140_003.2,EB
424920_4501880,2140_003.3,EB
415760_4500700,2141_000.0,EB
415760_4501100,2141_000.2,EB
415780_4501900,2141_000.7,EB
420640_4501900,2142_000.0,EB
421080_4501900,2142_000.3,EB
423380_4502220,2142_001.7,EB
423960_4502220,2142_002.1,EB
424580_4502160,2142_002.5,EB
424760_4502160,2142_002.6,EB
424920_4502160,2142_002.7,EB
424740_4501880,2143_000.1,EB
424760_4502720,2143_000.2,EB
427080_4501940,2144_000.0,EB
427780_4502000,2144_000.4,EB
429060_4502000,2144_001.3,EB
414200_4503960,2145_000.0,EB
424580_4502160,2146_000.0,EB
424580_4502160,2146_000.2,EB
413800_4502360,2147_000.0,EB
424760_4502720,2148_000.0,EB
424700_4502820,2148_000.1,EB
424680_4503000,2148_000.2,EB
424680_4503000,2148_000.3,EB
424680_4503400,2148_000.5,EB
424700_4504400,2148_001.1,EB
424720_4505820,2148_002.0,EB
424740_4507240,2148_002.9,EB
424740_4508660,2148_003.8,EB
424760_4509560,2148_004.3,EB
424760_4510460,2148_004.9,EB
424780_4511360,2148_005.5,EB
424780_4511600,2148_005.6,EB
424780_4511840,2148_005.8,EB
424780_4512080,2148_005.9,EB
424780_4512320,2148_006.1,EB
424780_4512560,2148_006.2,EB
424780_4512800,2148_006.4,EB
424800_4513060,2148_006.5,EB
424800_4513300,2148_006.7,EB
424800_4513780,2148_006.8,EB
424800_4514020,2148_007.0,EB
423220_4482120,2149_000.7,EB
423380_4482660,2149_001.1,EB
423220_4483560,2149_001.4,EB
423120_4483720,2149_001.7,EB
423120_4483720,2149_001.8,EB
423420_4484340,2149_002.3,EB
410380_4499240,2150_000.0,EB
411680_4499160,2150_000.8,EB
412780_4499140,2150_001.5,EB
408540_4504020,2151_000.0,EB
408560_4505620,2151_001.0,EB
408580_4506420,2151_001.5,EB
408580_4506960,2151_001.8,EB
408580_4507580,2151_002.2,EB
408580_4507880,2151_002.3,EB
414400_4482560,2153_001.4,EB
413180_4483120,2153_002.1,EB
413180_4483120,2153_003.0,EB
413200_4484640,2153_004.0,EB
413220_4485360,2153_004.4,EB
413240_4487260,2153_005.0,EB
413240_4487260,2153_005.4,EB
413380_4487860,2153_005.7,EB
411780_4502380,2154_000.0,EB
411780_4502380,2154_001.2,EB
411780_4503980,2154_002.2,EB
411800_4505600,2154_003.2,EB
411800_4506400,2154_003.7,EB
415820_4503940,2155_000.0,EB
415840_4505560,2155_001.0,EB
415180_4488860,2156_000.0,EB
414600_4489640,2156_000.7,EB
414600_4489640,2156_001.3,EB
414900_4490640,2156_002.0,EB
414920_4491060,2156_002.3,EB
414920_4492360,2156_003.1,EB
414940_4493500,2156_003.4,EB
414940_4495120,2156_003.9,EB
414940_4495120,2156_004.9,EB
414960_4495880,2156_005.4,EB
414820_4498320,2156_006.4,EB
414820_4498320,2156_006.9,EB
414940_4500700,2156_007.4,EB
414960_4501100,2156_008.4,EB
414960_4501100,2156_008.7,EB
415000_4502300,2156_009.6,EB
415020_4503940,2156_010.6,EB
415020_4505560,2156_011.6,EB
414780_4507320,2156_012.1,EB
412600_4503980,2157_000.0,EB
412600_4503980,2157_001.0,EB
412600_4504820,2157_001.5,EB
429440_4498960,2158_000.0,EB
430260_4498960,2158_000.5,EB
411600_4486620,2159_002.5,EB
412500_4486600,2159_003.1,EB
413280_4486580,2159_003.6,EB
416560_4500700,2160_000.0,EB
416560_4500700,2160_001.0,EB
416560_4500940,2160_001.2,EB
416620_4502320,2160_002.0,EB
416620_4503940,2160_003.1,EB
416640_4505540,2160_004.1,EB
413320_4493520,2161_000.0,EB
413320_4493520,2161_001.0,EB
413340_4494300,2161_001.5,EB
413980_4494540,2161_001.9,EB
414940_4495120,2161_002.6,EB
415720_4495580,2161_003.2,EB
415860_4495680,2161_003.3,EB
416360_4495880,2161_003.7,EB
416560_4495880,2161_003.8,EB
416500_4507320,2162_000.0,EB
417100_4507200,2162_000.4,EB
417460_4507160,2162_000.6,EB
418280_4507220,2162_001.1,EB
419080_4507260,2162_001.6,EB
420200_4507560,2162_002.4,EB
416040_4501080,2163_000.0,EB
417400_4500700,2164_000.0,EB
417420_4502320,2164_001.0,EB
417440_4503920,2164_002.0,EB
417440_4505120,2164_002.7,EB
417440_4505540,2164_003.0,EB
417460_4506340,2164_003.5,EB
417460_4507160,2164_004.0,EB
417480_4508760,2164_005.0,EB
411660_4497540,2165_000.5,EB
412440_4497520,2165_000.9,EB
413340_4497520,2165_001.5,EB
414340_4497520,2165_002.1,EB
420620_4499060,2166_000.0,EB
415380_4484600,2167_000.0,EB
415300_4486220,2167_000.2,EB
419840_4502300,2168_000.0,EB
419840_4503560,2168_000.8,EB
419860_4503900,2168_001.0,EB
419860_4506320,2168_002.1,EB
419860_4506320,2168_002.6,EB
420200_4507560,2168_003.1,EB
416440_4483780,2169_000.0,EB
416340_4484600,2169_000.5,EB
407740_4504040,2172_000.0,EB
408540_4504020,2172_000.5,EB
410160_4504000,2172_001.5,EB
411780_4503980,2172_002.5,EB
412940_4503980,2172_003.2,EB
413400_4503980,2172_003.5,EB
413800_4503960,2172_003.8,EB
414200_4503960,2172_004.0,EB
415020_4503940,2172_004.5,EB
415600_4503940,2172_004.9,EB
415820_4503940,2172_005.0,EB
416620_4503940,2172_005.5,EB
417060_4503920,2172_005.8,EB
417440_4503920,2172_006.0,EB
418240_4503920,2172_006.5,EB
419040_4503920,2172_007.0,EB
419860_4503900,2172_007.5,EB
420660_4503900,2172_008.0,EB
421460_4504160,2172_008.5,EB
423000_4504420,2172_009.5,EB
423480_4504400,2172_009.8,EB
423720_4504380,2172_009.9,EB
423800_4504360,2172_010.0,EB
424180_4504380,2172_010.2,EB
424340_4504400,2172_010.3,EB
424460_4504400,2172_010.4,EB
424700_4504400,2172_010.5,EB
424940_4504400,2172_010.7,EB
425400_4504400,2172_011.0,EB
425900_4504380,2172_011.3,EB
426380_4504380,2172_011.6,EB
426860_4504380,2172_011.9,EB
427340_4504380,2172_012.2,EB
427840_4504380,2172_012.5,EB
428600_4504360,2172_013.0,EB
429520_4504360,2172_013.5,EB
430340_4504340,2172_014.0,EB
431140_4504340,2172_014.5,EB
432600_4504320,2172_015.4,EB
421460_4503140,2173_000.0,EB
421460_4503140,2173_000.5,EB
421460_4504160,2173_001.1,EB
425940_4513520,2174_000.0,EB
425940_4513780,2174_000.1,EB
425940_4513920,2174_000.2,EB
425940_4514420,2174_000.6,EB
410180_4504800,2175_000.0,EB
411800_4504840,2175_001.0,EB
424480_4505820,2176_000.0,EB
424480_4507240,2176_000.9,EB
424500_4508660,2176_001.8,EB
424520_4509560,2176_002.3,EB
424520_4510460,2176_002.9,EB
426160_4490660,2177_000.0,EB
425880_4502980,2178_000.0,EB
425900_4504380,2178_000.9,EB
425920_4505820,2178_001.8,EB
425940_4507220,2178_002.6,EB
425960_4508640,2178_003.5,EB
425960_4509540,2178_004.1,EB
425980_4510440,2178_004.6,EB
425980_4511360,2178_005.2,EB
425980_4511600,2178_005.4,EB
426000_4512080,2178_005.7,EB
426000_4512320,2178_005.8,EB
426000_4512560,2178_006.0,EB
426000_4512800,2178_006.1,EB
426000_4513040,2178_006.3,EB
426000_4513280,2178_006.4,EB
422260_4488580,2179_000.0,EB
426840_4502960,2180_000.0,EB
426840_4502960,2180_000.6,EB
426860_4504380,2180_001.5,EB
426880_4505800,2180_002.4,EB
426900_4507220,2180_003.2,EB
426920_4508640,2180_004.1,EB
426940_4509540,2180_004.7,EB
426940_4510440,2180_005.2,EB
426940_4511340,2180_005.8,EB
426960_4511580,2180_006.0,EB
426960_4512060,2180_006.3,EB
426960_4512300,2180_006.4,EB
426960_4512540,2180_006.6,EB
426960_4512780,2180_006.7,EB
426960_4513040,2180_006.9,EB
426960_4513280,2180_007.0,EB
426940_4487080,2181_000.0,EB
427720_4498560,2182_000.0,EB
425300_4485860,2183_000.0,EB
426220_4485820,2183_000.6,EB
429420_4500460,2184_000.0,EB
412540_4483020,2185_000.0,EB
412540_4483020,2185_001.4,EB
431340_4498900,2186_000.0,EB
430340_4502260,2186_000.1,EB
430320_4502920,2186_002.4,EB
430320_4502920,2186_002.8,EB
430340_4504340,2186_003.7,EB
430340_4505760,2186_004.6,EB
412560_4483140,2187_000.0,EB
412400_4484640,2187_000.4,EB
431680_4497320,2188_000.0,EB
414300_4481860,2189_000.0,EB
414400_4482560,2189_000.5,EB
432240_4502880,2190_000.0,EB
432240_4502880,2190_003.2,EB
432740_4504320,2190_004.2,EB
432740_4504540,2190_004.3,EB
432780_4506560,2191_000.0,EB
432740_4504540,2192_000.0,EB
411560_4483020,2193_000.0,EB
411560_4483020,2193_000.6,EB
411580_4483680,2193_001.0,EB
431120_4503040,2194_000.0,EB
431140_4504340,2194_000.8,EB
431140_4504560,2194_000.9,EB
430420_4507100,2194_001.8,EB
413980_4494540,2195_000.0,EB
413980_4494540,2195_000.7,EB
414340_4495900,2195_001.8,EB
429880_4502920,2196_000.0,EB
416880_4488620,2197_000.0,EB
426980_4481940,2199_000.0,EB
417460_4507960,2200_000.0,EB
425840_4482580,2201_000.0,EB
428800_4503220,2202_000.0,EB
429660_4503580,2202_000.6,EB
430320_4503800,2202_001.1,EB
429340_4513920,2203_000.0,EB
429540_4505780,2204_000.0,EB
429540_4507200,2204_000.9,EB
429600_4507940,2204_001.3,EB
429840_4508620,2204_001.9,EB
429860_4509520,2204_002.5,EB
429860_4510400,2204_003.0,EB
414920_4492360,2205_000.0,EB
416520_4491880,2205_001.2,EB
418960_4494640,2207_000.0,EB
419780_4494920,2207_000.5,EB
429540_4505420,2208_000.0,EB
430340_4505420,2208_000.5,EB
414040_4489220,2209_000.0,EB
414040_4489220,2209_000.5,EB
428440_4504760,2210_000.0,EB
423220_4483560,2211_000.0,EB
424000_4484120,2213_000.0,EB
424000_4484340,2213_000.1,EB
428740_4507200,2214_000.0,EB
417440_4505120,2215_000.0,EB
418260_4505120,2215_000.5,EB
429340_4489840,2216_000.0,EB
431340_4489740,2216_001.4,EB
429460_4496400,2218_000.0,EB
430220_4496140,2218_000.5,EB
431460_4495720,2218_001.4,EB
431860_4495180,2220_000.0,EB
431460_4495720,2220_001.4,EB
430800_4495840,2224_000.0,EB
430220_4496140,2226_000.0,EB
430240_4497340,2226_000.7,EB
432660_4495200,2227_000.0,EB
429520_4503920,2228_000.0,EB
429520_4503920,2228_000.2,EB
429520_4504360,2228_000.5,EB
429540_4505420,2228_000.8,EB
429540_4505420,2228_001.2,EB
426740_4496960,2230_000.0,EB
427420_4496700,2230_000.4,EB
428000_4495880,2230_001.1,EB
429520_4495040,2230_002.2,EB
431860_4495180,2230_003.8,EB
406200_4506460,2232_000.0,EB
407760_4506440,2232_001.0,EB
408580_4506420,2232_001.5,EB
410200_4506420,2232_002.5,EB
411800_4506400,2232_003.5,EB
410200_4506980,2233_000.0,EB
411820_4507040,2233_001.0,EB
412960_4507180,2233_001.7,EB
413420_4507200,2233_002.0,EB
414780_4507320,2233_002.9,EB
416500_4507320,2233_004.0,EB
406200_4506460,2234_000.0,EB
406200_4506460,2234_001.3,EB
406240_4507260,2234_001.8,EB
406240_4507660,2234_002.0,EB
406240_4507260,2236_000.0,EB
407780_4507280,2236_000.9,EB
408580_4507020,2236_001.5,EB
410160_4504000,2238_000.0,EB
410180_4505600,2238_001.0,EB
410200_4506420,2238_001.5,EB
410200_4506980,2238_001.8,EB
410200_4507520,2238_002.2,EB
413400_4502360,2240_000.0,EB
413800_4502360,2240_000.2,EB
415000_4502300,2240_001.0,EB
415580_4502300,2240_001.4,EB
416240_4502300,2240_001.8,EB
416620_4502320,2240_002.0,EB
417040_4502320,2240_002.3,EB
417420_4502320,2240_002.5,EB
418220_4502300,2240_003.0,EB
414780_4507320,2242_000.0,EB
414960_4501100,2244_000.0,EB
416040_4501080,2244_000.7,EB
414660_4501940,2245_000.0,EB
415780_4501900,2245_000.7,EB
416240_4501880,2245_001.0,EB
413420_4506380,2246_000.0,EB
415040_4506360,2246_001.0,EB
415840_4506360,2246_001.5,EB
416660_4506360,2246_002.0,EB
417220_4506340,2246_002.3,EB
417460_4506340,2246_002.5,EB
418260_4506340,2246_003.0,EB
419080_4506340,2246_003.5,EB
419860_4506320,2246_004.0,EB
420680_4506320,2246_004.5,EB
419360_4505520,2247_001.5,EB
413460_4512040,2250_000.0,EB
415420_4512020,2250_001.2,EB
417940_4512400,2250_002.9,EB
420360_4512440,2250_004.4,EB
420740_4512620,2250_004.6,EB
422620_4512600,2250_005.8,EB
422840_4512580,2250_005.9,EB
423340_4512580,2250_006.3,EB
423660_4512580,2250_006.4,EB
423820_4512580,2250_006.6,EB
409540_4513920,2251_000.0,EB
408620_4513940,2251_000.5,EB
408620_4513940,2251_001.1,EB
408620_4514680,2251_001.5,EB
408640_4515300,2251_001.9,EB
408660_4516280,2251_002.5,EB
419100_4509580,2254_000.0,EB
420720_4509560,2254_001.0,EB
422580_4509580,2254_002.2,EB
423060_4509580,2254_002.5,EB
424040_4509560,2254_003.1,EB
424520_4509560,2254_003.4,EB
424760_4509560,2254_003.5,EB
425000_4509560,2254_003.7,EB
425480_4509540,2254_004.0,EB
425960_4509540,2254_004.3,EB
426440_4509540,2254_004.6,EB
426940_4509540,2254_004.9,EB
427420_4509520,2254_005.2,EB
427900_4509520,2254_005.5,EB
428400_4509520,2254_005.8,EB
429360_4509520,2254_006.4,EB
429860_4509520,2254_006.7,EB
430340_4509520,2254_007.0,EB
422540_4505800,2258_000.0,EB
422540_4508540,2258_001.7,EB
422580_4508700,2258_001.8,EB
422580_4509580,2258_002.4,EB
422600_4510360,2258_002.8,EB
422600_4511380,2258_003.5,EB
422600_4511620,2258_003.6,EB
422620_4512600,2258_004.2,EB
422620_4513080,2258_004.5,EB
422620_4513800,2258_005.0,EB
422640_4514280,2258_005.3,EB
422640_4515000,2258_005.7,EB
424000_4507240,2262_000.0,EB
424480_4507240,2262_000.3,EB
424740_4507240,2262_000.4,EB
424980_4507240,2262_000.6,EB
425440_4507240,2262_000.9,EB
425940_4507220,2262_001.2,EB
426420_4507220,2262_001.5,EB
426900_4507220,2262_001.8,EB
427740_4507220,2262_002.3,EB
427920_4507220,2262_002.4,EB
428740_4507200,2262_002.9,EB
429540_4507200,2262_003.4,EB
425400_4504400,2264_000.0,EB
425420_4505820,2264_000.9,EB
425440_4507240,2264_001.8,EB
425460_4508660,2264_002.6,EB
425480_4509540,2264_003.2,EB
425500_4510440,2264_003.8,EB
425500_4511360,2264_004.3,EB
425500_4511600,2264_004.5,EB
425500_4512080,2264_004.8,EB
425500_4512320,2264_004.9,EB
425520_4512560,2264_005.1,EB
425520_4512800,2264_005.2,EB
425520_4513040,2264_005.4,EB
425520_4513280,2264_005.5,EB
429280_4499200,2266_000.0,EB
429060_4502000,2266_000.6,EB
428880_4502940,2266_001.8,EB
428600_4504360,2266_002.4,EB
428120_4505800,2266_003.3,EB
427800_4507000,2266_004.3,EB
427740_4507220,2266_005.0,EB
427540_4508160,2266_005.2,EB
427500_4508240,2266_005.8,EB
427400_4508640,2266_005.9,EB
427400_4508640,2266_006.1,EB
427420_4509520,2266_006.7,EB
427420_4510440,2266_007.2,EB
427440_4511340,2266_007.8,EB
427440_4512300,2266_007.9,EB
427440_4512300,2266_008.4,EB
427460_4513260,2266_009.0,EB
420700_4508760,2269_000.0,EB
425000_4508660,2270_000.0,EB
425460_4508660,2270_000.3,EB
425960_4508640,2270_000.6,EB
426440_4508640,2270_000.9,EB
426920_4508640,2270_001.2,EB
427400_4508640,2270_001.5,EB
427900_4508620,2270_001.8,EB
428380_4508660,2270_002.1,EB
428880_4508620,2270_002.4,EB
429360_4508620,2270_002.7,EB
429840_4508620,2270_003.0,EB
430360_4508580,2270_003.3,EB
428880_4507200,2272_000.0,EB
428880_4508620,2272_000.7,EB
428880_4508620,2272_000.9,EB
430340_4509520,2274_000.0,EB
430340_4509520,2274_000.6,EB
430340_4510120,2274_000.9,EB
428900_4508400,2276_000.0,EB
430340_4508640,2280_000.0,EB
428380_4508660,2282_000.0,EB
428400_4509520,2282_000.5,EB
428400_4510420,2282_001.1,EB
429360_4508620,2284_000.0,EB
429360_4509520,2284_000.5,EB
429380_4510420,2284_001.1,EB
410220_4510460,2289_000.0,EB
413140_4510440,2289_001.8,EB
413460_4510420,2290_000.0,EB
415080_4510420,2290_001.0,EB
416460_4510720,2290_001.9,EB
417000_4510560,2290_002.2,EB
417920_4510400,2290_002.8,EB
419100_4510380,2290_003.6,EB
419860_4510380,2290_004.0,EB
420720_4510400,2290_004.6,EB
422600_4510360,2290_005.7,EB
423680_4510460,2290_006.4,EB
424040_4510460,2290_006.6,EB
424340_4510460,2290_006.8,EB
424520_4510460,2290_006.9,EB
424760_4510460,2290_007.1,EB
425000_4510460,2290_007.2,EB
425500_4510440,2290_007.5,EB
425980_4510440,2290_007.8,EB
426460_4510440,2290_008.1,EB
426940_4510440,2290_008.4,EB
427420_4510440,2290_008.7,EB
427900_4510420,2290_009.0,EB
428400_4510420,2290_009.3,EB
429380_4510420,2290_009.9,EB
429860_4510400,2290_010.2,EB
419120_4511400,2292_000.0,EB
420740_4511560,2292_001.1,EB
422600_4511620,2292_002.3,EB
423320_4511620,2292_002.7,EB
423820_4511620,2292_003.0,EB
424060_4511620,2292_003.2,EB
424540_4511600,2292_003.5,EB
424780_4511600,2292_003.6,EB
425020_4511600,2292_003.8,EB
425500_4511600,2292_004.1,EB
425980_4511600,2292_004.4,EB
426460_4511580,2292_004.7,EB
426960_4511580,2292_005.0,EB
427920_4511580,2292_005.6,EB
428640_4511440,2292_006.0,EB
429380_4511420,2292_006.5,EB
429880_4511420,2292_006.8,EB
430220_4511420,2292_007.0,EB
431520_4511380,2292_007.8,EB
432680_4511620,2292_008.6,EB
434180_4513000,2292_010.1,EB
439500_4515300,2292_013.8,EB
417920_4510400,2293_000.0,EB
417940_4511420,2293_000.6,EB
428640_4511440,2296_000.0,EB
429620_4511900,2300_000.0,EB
429940_4512220,2300_000.3,EB
