TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        13,     30013,278.359848,       6.0,         0,     94827,     60795,    568961,         0,     94827,         0,         0,         0,         0,         0,    126396,     76514,    758374,         0,    126396,    158610,     98674,    951661,         0,    158610
        14,     30014,227.153493,       6.8,         0,     91040,     58304,    619070,         0,     91040,         0,         0,         0,         0,         0,    121223,     73314,    824314,         0,    121223,    153805,     95692,   1045875,         0,    153805
        15,     30015,3152.46340,       1.0,     287.7,     71737,     45749,     71737,  13161931,     45911,         0,         0,         0,         0,         0,     95641,     57575,     95641,  16564462,     57814,    124835,     77419,    124835,  22273555,     77716
        16,     30016,746.812178,      15.8,      66.9,     82401,     52925,   1301930,   3540654,     61753,         0,         0,         0,         0,         0,    109580,     66401,   1731364,   4442230,     79334,    150905,     93922,   2384296,   6283375,    110990
        17,     30017,407.588378,      14.0,         0,     86440,     55440,   1210159,         0,     86440,         0,         0,         0,         0,         0,    115340,     69799,   1614764,         0,    115340,    156343,     97313,   2188806,         0,    156343
        18,     30018,309.030427,         0,     750.8,     88468,     56768,         0,  42621152,     56768,         0,         0,         0,         0,         0,    117721,     71286,         0,  53521479,     71286,    157875,     98326,         0,  73823097,     98326
        19,     30019,196.205397,     179.7,      43.9,     78063,     50365,  14027977,   2211029,     74770,      1690,      1124,    303716,     49341,      1623,    103556,     63009,  18608993,   2766108,     98735,    152223,     94911,  27354539,   4166610,    145410
        20,     30020,173.846732,     164.2,     117.2,     71681,     46395,  11770031,   5437544,     64531,      2378,      1579,    390541,    185062,      2152,     94947,     57922,  15590268,   6788443,     84478,    149437,     93159,  24537523,  10918243,    133524
        21,     30021,128.632214,       8.5,     439.0,     85257,     54741,    724686,  24031335,     55775,         0,         0,         0,         0,         0,    113346,     68672,    963437,  30147166,     70185,    159171,     99209,   1352957,  43552741,    101240
        22,     30022,104.210697,      21.8,      58.4,     83863,     53886,   1828213,   3146960,     65976,         0,         0,         0,         0,         0,    111464,     67579,   2429925,   3946616,     85278,    159759,     99628,   3482742,   5818272,    123878
        23,     30023,135.607746,      36.5,     132.2,     81687,     52554,   2981583,   6947623,     62263,      1152,       646,     42054,     85372,       815,    108413,     65810,   3957064,   8700082,     80009,    158482,     98804,   5784591,  13061908,    118694
        24,     30024,101.657431,     118.3,       8.1,     79386,     51189,   9391416,    414628,     78359,      2211,      1371,    261579,     11108,      2181,    105284,     64040,  12455088,    518722,    103781,    156983,     97885,  18571101,    792871,    154830
        25,     30025,113.044793,     297.9,     151.9,     76573,     49564,  22811220,   7528793,     70638,      3521,      2280,   1048772,    346341,      3248,    101446,     61896,  30220659,   9401998,     92755,    155669,     97069,  46373932,  14744723,    142792
        26,     30026, 56.631464,     183.0,     178.7,     75473,     48933,  13811594,   8744291,     66174,      4163,      2780,    761837,    496698,      3678,     99907,     61047,  18282912,  10909048,     86291,    156317,     97504,  28606080,  17424017,    135711
        27,     30027,153.111351,       8.7,       5.7,     84186,     53955,    732421,    307541,     76153,         0,         0,         0,         0,         0,    111853,     67670,    973122,    385720,    100113,    150145,     93526,   1306259,    533099,    135100
        28,     30028,203.300975,      62.7,     216.3,     80640,     51810,   5056100,  11206441,     61733,      1043,       628,     65419,    135937,       771,    106845,     64781,   6699204,  14012086,     79259,    147244,     91890,   9232211,  19875780,    110942
        29,     30029, 83.574133,     167.8,       3.1,     78292,     50558,  13137390,    156731,     78012,      2624,      1415,    440381,      4386,      2612,    104014,     63348,  17453482,    196379,    103603,    148091,     92418,  24849713,    286497,    147529
        30,     30030,108.781129,     309.3,      83.3,     74804,     48522,  23136847,   4041865,     71401,      3889,      2408,   1202823,    200591,      3697,     99193,     60639,  30680267,   5051235,     94200,    145297,     90787,  44940387,   7562577,    138239
        31,     30031, 64.047264,     198.6,     180.2,     76003,     49324,  15094116,   8888216,     67096,      3825,      2767,    759644,    498607,      3472,    100823,     61657,  20023494,  11110654,     87748,    146743,     91690,  29143245,  16522592,    128364
        32,     30032, 46.605744,     120.8,       3.1,     73193,     47455,   8841696,    147110,     72833,      2871,      1909,    346862,      5918,      2858,     96919,     59220,  11707844,    183581,     96392,    153436,     95754,  18535009,    296836,    152629
        33,     30033, 64.212087,     147.9,      10.7,     72303,     46941,  10693567,    502270,     71328,      2880,      1919,    425892,     20538,      2843,     95911,     58676,  14185172,    627831,     94480,    141535,     88503,  20933003,    946978,    139497
        34,     30034, 67.305935,     173.3,      16.3,     70274,     45538,  12178475,    742265,     69052,      2025,      1350,    350888,     22007,      1991,     93134,     56871,  16140131,    927001,     91343,    151447,     94607,  26245725,   1542102,    148640
        35,     30035, 80.425663,     257.1,         0,     69134,     44922,  17774330,         0,     69134,      1717,      1140,    441539,         0,      1717,     91881,     56244,  23622495,         0,     91881,    139357,     86894,  35828655,         0,    139357
        36,     30036, 66.078085,     103.6,         0,     64286,     41758,   6660014,         0,     64286,         0,         0,         0,         0,         0,     85306,     52212,   8837725,         0,     85306,    133192,     83094,  13798732,         0,    133192
        37,     30037,213.267221,      15.4,      41.3,     95447,     61288,   1469887,   2531201,     75055,         0,         0,         0,         0,         0,    126988,     76990,   1955617,   3179704,     97141,    163207,    101683,   2513383,   4199505,    126479
        38,     30038,207.268944,       1.7,    1215.8,     90391,     58148,    153664,  70696617,     58230,       812,       486,      1380,    590738,       487,    120080,     72907,    204135,  88640232,     73026,    160386,    100074,    272656, 121669961,    100226
        39,     30039, 82.626687,      65.9,     175.0,     78701,     50770,   5186406,   8884800,     62093,      2028,      1108,    133667,    193828,      1481,    104571,     63626,   6891198,  11134596,     80225,    147210,     91864,   9701162,  16076138,    114301
        40,     30040,118.118363,     338.7,     259.4,     76896,     49730,  26044524,  12899944,     68820,      3244,      2127,   1098707,    551796,      2912,    102130,     62263,  34591389,  16150948,     90279,    146234,     91357,  49529410,  23697943,    129921
        41,     30041, 42.716753,     107.7,     539.1,     73731,     47827,   7940789,  25783285,     54707,      3462,      2700,    372824,   1455517,      2902,     97765,     59761,  10529318,  32216978,     69856,    143368,     89644,  15440770,  48327020,    103915
        42,     30042, 43.532671,      65.7,      81.6,     75106,     48794,   4934485,   3981575,     64400,      2620,      1941,    172133,    158351,      2344,     99812,     61089,   6557658,   4984838,     84057,    148118,     92664,   9731347,   7561420,    125555
        43,     30043, 79.992258,     193.7,      81.0,     71222,     46277,  13795713,   3748429,     66542,      1552,      1158,    300675,     93828,      1478,     94672,     57949,  18337931,   4693903,     87782,    144171,     89969,  27925861,   7287452,    134001
        44,     30044, 35.151657,     142.5,         0,     69972,     45468,   9971081,         0,     69972,         0,         0,         0,         0,         0,     92930,     56886,  13242499,         0,     92930,    143804,     89810,  20492100,         0,    143804
        45,     30045, 43.925164,     114.6,      25.8,     68583,     44569,   7859654,   1149882,     65928,         0,         0,         0,         0,         0,     91093,     55759,  10439313,   1438580,     87186,    143143,     89459,  16404217,   2308038,    137206
        46,     30046,151.481435,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     73735,     46912,         0,         0,         0,         0,         0,         0,         0,         0,     98482,     59167,         0,         0,         0,    161986,    101564,         0,         0,         0
        48,     30048,456.875777,       7.9,         0,     83648,     53416,    660818,         0,     83648,         0,         0,         0,         0,         0,    111600,     67287,    881641,         0,    111600,    155272,     96743,   1226645,         0,    155272
        49,     30049,239.937161,       8.5,     242.3,     95326,     61297,    810273,  14852184,     63329,         0,         0,         0,         0,         0,    126745,     76917,   1077331,  18636899,     79892,    167581,    104466,   1424439,  25312143,    108235
        50,     30050,248.042036,      43.8,     409.3,     89379,     57596,   3914791,  23573889,     62754,       833,       477,     36499,    195076,       535,    118655,     72138,   5197083,  29525964,     79688,    163728,    102258,   7171267,  41854320,    112235
        51,     30051, 46.653357,      35.0,      79.6,     79374,     51355,   2778075,   4087822,     63774,      1644,       902,     57524,     71778,      1231,    107645,     65648,   3767582,   5225551,     84262,    149642,     93576,   5237466,   7448624,    118426
        52,     30052, 45.509891,      46.0,    1800.4,     85249,     55135,   3921451,  99264732,     56466,      2011,      1414,     92516,   2546190,      1441,    113403,     69152,   5216556, 124502120,     71109,    160810,    100432,   7397283, 180817599,    103101
        53,     30053, 77.585652,     217.6,    1237.2,     77876,     50471,  16945715,  62442615,     57090,      3132,      2242,    681565,   2773879,      2457,    103371,     63134,  22493569,  78109293,     72852,    150437,     94033,  32735123, 116337555,    107656
        54,     30054, 72.913789,     168.3,     649.9,     75948,     49290,  12782026,  32033608,     57799,      3258,      2584,    548308,   1679410,      2799,    100762,     61613,  16958242,  40042023,     74109,    148455,     92894,  24984925,  60371561,    110629
        55,     30055, 75.013534,     155.8,     210.6,     75491,     49196,  11761574,  10360724,     64251,      2438,      1833,    379870,    385933,      2179,    102195,     62647,  15922029,  13193548,     85290,    147293,     91969,  22948213,  19368570,    123644
        56,     30056, 26.131260,      34.1,         0,     74597,     48632,   2543753,         0,     74597,         0,         0,         0,         0,         0,    101054,     61967,   3445957,         0,    101054,    148738,     92954,   5071964,         0,    148738
        57,     30057, 28.559692,      80.5,         0,     73560,     47802,   5921572,         0,     73560,         0,         0,         0,         0,         0,     97758,     59840,   7869556,         0,     97758,    148487,     92685,  11953233,         0,    148487
        58,     30058,252.494945,         0,         0,     66603,     43266,         0,         0,         0,         0,         0,         0,         0,         0,     88433,     54118,         0,         0,         0,    146095,     91496,         0,         0,         0
        59,     30059,190.274203,       8.7,         0,     88622,     56983,    771011,         0,     88622,         0,         0,         0,         0,         0,    117658,     71379,   1023624,         0,    117658,    166258,    103948,   1446445,         0,    166258
        60,     30060,195.748829,       9.0,         0,     75330,     48668,    677969,         0,     75330,      1215,       778,     10939,         0,      1215,    102263,     62279,    920369,         0,    102263,    152013,     95312,   1368121,         0,    152013
        61,     30061, 88.242831,     221.2,         0,     80727,     52281,  17856735,         0,     80727,      2052,      1184,    453915,         0,      2052,    109717,     66944,  24269384,         0,    109717,    154538,     96742,  34183763,         0,    154538
        62,     30062, 75.224599,     199.1,      53.6,     84816,     54977,  16886845,   2946775,     80953,      3090,      1889,    615312,    101265,      2935,    115373,     70453,  22970822,   3776264,    109559,    159014,     99495,  31659611,   5332940,    151309
        63,     30063, 35.770124,      20.4,     194.3,     76904,     49724,   1568832,   9661360,     54065,      2184,      1128,     44552,    219160,      1297,    104261,     63539,   2126927,  12345658,     70044,    144915,     90638,   2956267,  17610920,     99307
        64,     30064, 85.373297,     208.3,     147.7,     80713,     52430,  16812519,   7743973,     72754,      3080,      2131,    641569,    314697,      2813,    109567,     66998,  22822725,   9895652,     97587,    151270,     94744,  31509608,  13993720,    135363
        65,     30065, 97.758595,     265.3,      68.4,     75486,     49086,  20026559,   3357514,     72196,      3650,      2292,    968304,    156756,      3481,    102187,     62531,  27110190,   4277086,     97244,    143817,     89828,  38154675,   6144250,    137087
        66,     30066, 51.309541,     162.5,     131.9,     83392,     54396,  13551122,   7174818,     74416,      2895,      2152,    470378,    283880,      2665,    113305,     69494,  18412096,   9166220,     99744,    160134,    100000,  26021823,  13189974,    141520
        67,     30067, 57.422659,     137.0,     113.8,     77196,     50306,  10575909,   5724829,     68739,      3789,      2858,    519112,    325193,      3496,    104669,     64145,  14339601,   7299674,     91924,    148745,     92847,  20378100,  10565939,    131165
        68,     30068, 52.467391,     174.2,      36.3,     79839,     52159,  13907993,   1893357,     76982,      2333,      1757,    406489,     63781,      2274,    108508,     66620,  18902164,   2418302,    104185,    157439,     98387,  27425888,   3571452,    151344
        69,     30069, 57.773502,      28.9,      66.7,     75994,     49519,   2196217,   3302893,     61157,      2596,      1967,     75014,    131169,      2243,    102917,     63082,   2974288,   4207540,     80593,    151443,     94696,   4376694,   6316195,    119642
        70,     30070, 34.826126,      92.8,      23.2,     78429,     51222,   7278198,   1188345,     75128,         0,         0,         0,         0,         0,    106518,     65387,   9884846,   1516980,    101527,    156793,     98040,  14550363,   2274535,    149664
        71,     30071,143.723585,         0,         0,     76118,     49661,         0,         0,         0,         0,         0,         0,         0,         0,    103612,     63549,         0,         0,         0,    157674,     98671,         0,         0,         0
        72,     30072, 34.086920,      88.5,      85.5,     75212,     49030,   6656227,   4192051,     66102,         0,         0,         0,         0,         0,    101846,     62448,   9013401,   5339333,     88138,    152040,     95089,  13455576,   8130142,    132225
        73,     30073,115.092528,       4.3,         0,     80259,     52452,    345113,         0,     80259,         0,         0,         0,         0,         0,    109487,     67228,    470796,         0,    109487,    163118,    101988,    701406,         0,    163118
        74,     30074,227.309852,       8.5,     105.3,     66838,     43046,    568127,   4532727,     46080,         0,         0,         0,         0,         0,     90626,     55042,    770319,   5795950,     59580,    149293,     93951,   1268989,   9893014,    101008
        75,     30075,149.658472,     325.3,     471.7,     96647,     62601,  31439158,  29528728,     81506,      3590,      2397,   1167958,   1130511,      3060,    131774,     80420,  42866070,  37934315,    108936,    175262,    109476,  57012888,  51639819,    146006
        76,     30076,114.941966,     292.6,      65.9,     84435,     54726,  24705724,   3606422,     81148,      2443,      1492,    714718,     98348,      2338,    115036,     70198,  33659404,   4626019,    110075,    161037,    100789,  47119313,   6642012,    154371
        77,     30077, 80.280561,     336.2,     881.1,     84655,     54870,  28460974,  48346102,     67040,      3527,      2215,   1185920,   1951579,      2751,    115277,     70352,  38756140,  61987204,     88707,    159064,     99608,  53477439,  87764672,    123901
        78,     30078,112.191671,     513.1,     269.3,     85160,     55282,  43695561,  14887326,     78445,      3642,      2219,   1868922,    597566,      3323,    116003,     70873,  59521173,  19085966,    105861,    161385,    101058,  82806682,  27214848,    147827
        79,     30079, 39.400546,     308.9,     385.3,     80525,     52496,  24874220,  20226795,     69092,      3733,      2643,   1152983,   1018526,      3288,    109421,     67062,  33800083,  25838808,     92142,    154849,     96798,  47832979,  37296194,    131170
        80,     30080, 46.560144,     402.5,     322.2,     82861,     54086,  33351447,  17426547,     74039,      4753,      3386,   1913153,   1091108,      4334,    112817,     69201,  45408904,  22296438,     99445,    160377,    100229,  64551754,  32293848,    141937
        81,     30081,187.307320,     116.2,     280.0,     80249,     52466,   9324969,  14690599,     64386,      1804,      1233,    209601,    345242,      1478,    109503,     67251,  12724291,  18830244,     85378,    164675,    103018,  19135186,  28845094,    129470
        82,     30082,152.546581,     376.8,     466.1,     85593,     55884,  32251329,  26047526,     73534,      2922,      2100,   1100912,    978868,      2588,    116568,     71521,  43922640,  33335884,     98283,    166203,    103828,  62625122,  48394029,    140885
        83,     30083,113.808487,         0,     231.9,     98135,     63592,         0,  14747013,     63592,      4260,      2850,         0,    660978,      2850,    133754,     81670,         0,  18939337,     81670,    179427,    112089,         0,  25993485,    112089
        84,     30084, 53.080907,       9.0,     235.2,     93809,     61060,    844277,  14361333,     63182,      5255,      3654,     47296,    859494,      3758,    128100,     78458,   1152896,  18453428,     81675,    177407,    110942,   1596666,  26093534,    115248
        85,     30085, 57.165840,      50.2,     119.9,     88300,     57717,   4432681,   6920227,     70904,      4354,      3150,    218585,    377706,      3669,    120480,     73995,   6048074,   8872031,     94039,    173351,    108275,   8702217,  12982114,    136334
        86,     30086,388.510529,         0,     108.5,     98623,     63543,         0,   6894374,     63543,         0,         0,         0,         0,         0,    134344,     81653,         0,   8859363,     81653,    180775,    112988,         0,  12259241,    112988
        87,     30087,219.151682,       8.8,         0,     75649,     49748,    665708,         0,     75649,         0,         0,         0,         0,         0,    101559,     62573,    893718,         0,    101559,    147502,     91754,   1298015,         0,    147502
        88,     30088,205.655239,       8.8,         0,     84990,     55812,    747914,         0,     84990,      1468,      1042,     12917,         0,      1468,    113899,     70145,   1002314,         0,    113899,    156381,     97121,   1376149,         0,    156381
        89,     30089,199.281081,     124.8,     330.3,     89840,     59179,  11212061,  19546742,     71634,      3019,      2108,    376815,    696145,      2478,    120470,     74397,  15034685,  24573209,     93112,    163150,    101305,  20361091,  33461038,    126427
        90,     30090,271.340268,      81.3,     707.6,     90255,     58611,   7337746,  41472889,     64060,      3333,      2304,    270996,   1630323,      2481,    123633,     75560,  10051326,  53466581,     83839,    176835,    110726,  14376685,  78349662,    122110
        91,     30091,150.566799,     230.6,     117.4,     88462,     58275,  20399248,   6841493,     81836,      3114,      2177,    718150,    255633,      2909,    118595,     73234,  27348018,   8597642,    108639,    162491,    100969,  37470424,  11853738,    148988
        92,     30092,123.970634,     193.0,     170.2,     86176,     56533,  16631960,   9621839,     76467,      3913,      2812,    755290,    478635,      3553,    117635,     72352,  22703513,  12314317,    102803,    174639,    108610,  33705326,  18485373,    153012
        93,     30093,105.465780,       9.3,         0,     80147,     52719,    745372,         0,     80147,         0,         0,         0,         0,         0,    107575,     66313,   1000445,         0,    107575,    158239,     98592,   1471621,         0,    158239
        94,     30094,205.869884,      47.2,         0,     88976,     58220,   4199685,         0,     88976,      2056,      1403,     97034,         0,      2056,    119637,     73488,   5646872,         0,    119637,    158831,     99483,   7496828,         0,    158831
        95,     30095,184.642664,     268.9,     176.1,     92058,     60662,  24754447,  10682519,     83718,      3571,      2471,    960307,    435123,      3279,    123650,     76369,  33249404,  13448505,    111090,    169349,    105191,  45537994,  18524108,    152307
        96,     30096,163.787822,     270.2,      50.8,     91050,     59988,  24601799,   3047395,     88128,      3353,      2257,    905878,    114664,      3250,    122198,     75467,  33017783,   3833748,    117802,    168409,    104669,  45504145,   5317175,    162413
        97,     30097,742.242852,         0,         0,     90754,     58991,         0,         0,         0,         0,         0,         0,         0,         0,    122109,     74544,         0,         0,         0,    159993,     99946,         0,         0,         0
        98,     30098,515.762284,       6.2,       1.2,    101984,     66338,    632298,     79606,     98541,         0,         0,         0,         0,         0,    136913,     83734,    848863,    100481,    131777,    174905,    109339,   1084414,    131206,    168573
        99,     30099, 47.224552,         0,         0,     88928,     58191,         0,         0,         0,         0,         0,         0,         0,         0,    120098,     73720,         0,         0,         0,    164136,    102850,         0,         0,         0
       100,     30100,115.285769,      81.0,       2.1,     95386,     62406,   7726298,    131053,     94921,      2678,      1829,    216881,      3841,      2666,    128593,     78981,  10416045,    165860,    127893,    169180,    105881,  13703567,    222350,    168286
       101,     30101,226.520192,     431.1,     129.8,     96630,     63658,  41657208,   8262839,     91929,      3787,      2507,   1632721,    325402,      3605,    130015,     80278,  56049272,  10420061,    122923,    176152,    109380,  75939117,  14197524,    166631
       102,     30102,108.195519,         0,         0,     85861,     56187,         0,         0,         0,         0,         0,         0,         0,         0,    116000,     71184,         0,         0,         0,    168460,    105838,         0,         0,         0
       103,     30103,195.757101,     214.8,      16.9,     97429,     63742,  20927790,   1077243,     96026,      2422,      1634,    520249,     27617,      2389,    131617,     80822,  28271292,   1365892,    129501,    176857,    110758,  37988818,   1871807,    174104
       104,     30104,151.304957,     105.7,     116.0,    100106,     65942,  10581196,   7649220,     87213,      4286,      2952,    452997,    342377,      3782,    134830,     83255,  14251584,   9657529,    115366,    180044,    111689,  19030657,  12955939,    154248
       105,     30105, 98.772761,      84.6,      30.2,    103347,     68055,   8743162,   2055268,     97535,      4405,      3023,    372690,     91291,      4178,    139369,     86033,  11790658,   2598192,    130585,    187572,    116350,  15868627,   3513770,    175843
       106,     30106,197.688337,      51.6,      50.4,    102743,     67658,   5301562,   3409979,     90449,      4190,      2878,    216191,    145065,      3730,    138608,     85556,   7152169,   4312040,    120017,    188360,    116904,   9719386,   5891960,    163320
       107,     30107, 55.090501,         0,         0,    100841,     66031,         0,         0,         0,         0,         0,         0,         0,         0,    136358,     83800,         0,         0,         0,    186623,    116688,         0,         0,         0
       108,     30108, 88.809657,     119.5,         0,    107736,     70703,  12874459,         0,    107736,      4272,      2913,    510467,         0,      4272,    145443,     89551,  17380460,         0,    145443,    191586,    119079,  22894579,         0,    191586
       109,     30109,946.304060,       5.6,       1.1,    110731,     71516,    620092,     78668,    106893,         0,         0,         0,         0,         0,    149288,     90832,    836011,     99915,    143566,    200032,    125034,   1120177,    137538,    192691
       110,     30110, 95.228257,      12.3,         0,    106631,     69626,   1311559,         0,    106631,      2425,      1646,     29827,         0,      2425,    144269,     88549,   1774505,         0,    144269,    190617,    119121,   2344594,         0,    190617
       111,     30111,140.290589,       1.4,         0,    118494,     76606,    165892,         0,    118494,         0,         0,         0,         0,         0,    159636,     97258,    223490,         0,    159636,    203329,    126888,    284661,         0,    203329
       112,     30112,174.440973,      31.9,         0,    112046,     72995,   3574279,         0,    112046,      2307,      1542,     73594,         0,      2307,    151762,     92999,   4841212,         0,    151762,    200916,    125317,   6409230,         0,    200916
       113,     30113,203.628024,      84.3,         0,    108979,     71492,   9186937,         0,    108979,      3664,      2464,    308843,         0,      3664,    147347,     90681,  12421325,         0,    147347,    197955,    122679,  16687630,         0,    197955
       114,     30114,154.264831,      83.3,       1.6,    111867,     73468,   9318485,    117548,    111463,      4795,      3226,    399405,      5161,      4778,    151265,     93198,  12600381,    149116,    150656,    203693,    126091,  16967647,    201746,    202879
       115,     30115, 90.072069,       1.3,      77.6,    131163,     84818,    170512,   6581875,     86182,         0,         0,         0,         0,         0,    176437,    107620,    229368,   8351305,    109646,    219446,    136498,    285279,  10592278,    138940
       116,     30116,109.047060,       6.9,      25.3,    125331,     81189,    864785,   2054075,     95780,      2517,      1677,     17365,     42419,      1954,    169357,    103394,   1168565,   2615875,    125199,    217469,    135425,   1500537,   3426265,    162546
       117,     30117,104.898914,      25.2,      29.6,    118020,     77039,   2974103,   2280357,    101895,      4423,      2978,    111462,     88158,      3855,    159824,     98066,   4027573,   2902754,    135523,    211439,    131310,   5328271,   3886768,    179910
       118,     30118, 81.197058,      20.6,         0,    116421,     76294,   2398272,         0,    116421,      4871,      3286,    100349,         0,      4871,    157550,     96922,   3245537,         0,    157550,    212711,    131495,   4381847,         0,    212711
       119,     30119, 88.410214,       1.0,      35.8,    128315,     82931,    128315,   2968941,     85116,         0,         0,         0,         0,         0,    172574,    105217,    172574,   3766778,    108460,    224486,    139780,    224486,   5004114,    143857
       120,     30120,230.581588,      63.9,       1.4,    121870,     79006,   7787524,    110608,    121358,      2513,      1642,    160594,      2299,      2503,    164739,    100628,  10526819,    140880,    163972,    221113,    137588,  14129103,    192623,    220114
       121,     30121,115.036147,      44.8,       6.5,    115753,     76319,   5185714,    496074,    112827,      3609,      2374,    161665,     15431,      3517,    156417,     96693,   7007473,    628503,    151986,    210854,    130513,   9446273,    848333,    204894
       122,     30122,151.372238,      44.1,         0,    114587,     75560,   5053299,         0,    114587,      3435,      2262,    151477,         0,      3435,    154870,     95735,   6829759,         0,    154870,    210733,    130502,   9293304,         0,    210733
       123,     30123,117.795646,         0,         0,    113248,     73149,         0,         0,         0,         0,         0,         0,         0,         0,    152617,     92891,         0,         0,         0,    227194,    141943,         0,         0,         0
       124,     30124,123.415254,      83.3,       2.3,    113464,     74739,   9451571,    171900,    112883,      3062,      1979,    255081,      4551,      3046,    153641,     94866,  12798276,    218191,    152758,    204143,    127174,  17005084,    292499,    202987
       125,     30125, 61.781836,      66.9,      64.3,    120127,     79133,   8036528,   5088281,    105912,      5117,      3353,    342360,    215625,      4506,    162553,    100437,  10874790,   6458079,    141013,    210496,    130971,  14082161,   8421417,    182919
       126,     30126,198.242357,     175.4,       9.5,    118035,     77784,  20703338,    738952,    116866,      4409,      2858,    773372,     27147,      4364,    159781,     98727,  28025572,    937906,    158008,    211320,    131555,  37065444,   1249776,    209003
       127,     30127,127.818309,      98.3,         0,    116880,     76965,  11489288,         0,    116880,      3268,      2085,    321221,         0,      3268,    158391,     97781,  15569814,         0,    158391,    210788,    131247,  20720431,         0,    210788
       128,     30128,100.177029,      75.3,       5.7,    124183,     81733,   9350980,    465877,    122479,      5002,      3213,    376630,     18312,      4930,    168248,    103887,  12669095,    592153,    165665,    217892,    135374,  16407272,    771633,    214581
       129,     30129,233.679796,      37.5,         0,    128596,     84544,   4822354,         0,    128596,      3447,      2168,    129269,         0,      3447,    174461,    107625,   6542299,         0,    174461,    226630,    140613,   8498638,         0,    226630
       130,     30130,102.635968,      69.2,       1.4,    121816,     80187,   8429669,    112262,    121356,      4345,      2788,    300699,      3903,      4328,    165082,    101927,  11423646,    142698,    164384,    219165,    136283,  15166227,    190796,    218249
       131,     30131,120.748304,      74.6,         0,    125593,     82626,   9369212,         0,    125593,      4303,      2735,    320982,         0,      4303,    170286,    105102,  12703354,         0,    170286,    226452,    140654,  16893296,         0,    226452
       132,     30132,262.933622,      51.8,       5.3,    138050,     90567,   7151007,    480005,    135510,      5184,      3154,    268526,     16714,      5075,    187482,    115497,   9711570,    612133,    183632,    241590,    149444,  12514374,    792052,    236661
