Purpose,Period,AccessMode,SegID,LinkID,Direction,IB_OB,N,Mode,Name,LongName,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT
All,ok,drive,0198_009.5,65672_65687,NB,IB,  65672.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,         0,         0,         0
All,ok,drive,0198_011.81,65983_66043,NB,IB,  65983.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_011.81,66043_66061,NB,IB,  66043.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,ok,drive,0156_000.0,66061_66102,NB,IB,  66061.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,ok,drive,0156_000.2,66102_66112,NB,IB,  66102.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,3062_000.6,66108_66109,WB,IB,  66108.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,3062_000.3,66109_66110,WB,IB,  66109.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.03,         0,         0,         0,         0,      0.01
All,ok,drive,3062_000.3,66110_66111,WB,IB,  66110.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.12,         0,         0,         0,         0,         0,      0.12
All,ok,drive,2837_000.4,66133_66142,NB,IB,  66133.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,2837_000.7,66192_66206,NB,IB,  66192.00,      4.00,M821_Psn,M821_Psn,     30.00,      7.74,      7.74,         0,         0,         0,         0,         0,      0.05,      0.05,         0,         0,         0,         0,         0
All,ok,drive,2832_000.8,66221_66215,WB,IB,  66221.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      2.02,      1.16,         0,      0.03,         0,         0,      0.83
All,ok,drive,2832_000.8,66237_66242,WB,IB,  66237.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.27,      0.18,         0,         0,         0,         0,      0.09
All,ok,drive,0051_000.6,66263_66273,NB,IB,  66263.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0051_001.0,66372_66393,NB,IB,  66372.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.14,      0.14,         0,         0,         0,         0,         0
All,ok,drive,3084_000.9,66515_66540,NB,IB,  66515.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.09,         0,         0,         0,         0,      0.08
All,ok,drive,3080_000.0,66516_66517,WB,IB,  66516.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.43,      0.07,         0,      0.01,         0,         0,      0.35
All,ok,drive,3084_000.9,66540_66560,NB,IB,  66540.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.25,      0.25,         0,         0,         0,         0,         0
All,ok,drive,3084_001.3,66582_66600,NB,IB,  66582.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.17,         0,         0,         0,         0,         0
All,ok,drive,3086_000.4,66600_66599,WB,IB,  66600.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0089_328.8,66603_66636,NB,IB,  66603.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.05,      0.05,         0,         0,         0,         0,         0
All,ok,drive,0089_328.8,66636_66647,NB,IB,  66636.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.39,      0.39,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66681_66689,NB,IB,  66681.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.15,      0.15,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66689_66697,NB,IB,  66689.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.09,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66707_66712,NB,IB,  66707.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.34,      0.34,         0,         0,         0,         0,         0
All,ok,drive,0089_329.8,66720_66725,WB,IB,  66720.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,         0,         0,         0
All,ok,drive,0089_331.1,66725_66730,WB,IB,  66725.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.25,      0.25,         0,         0,         0,         0,         0
All,ok,drive,2999_001.3,66737_66735,WB,IB,  66737.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.21,      0.21,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66743_66750,NB,IB,  66743.00,      4.00,M821_Psn,M821_Psn,     30.00,      0.15,      0.15,         0,         0,         0,         0,         0,      0.16,      0.16,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66770_71485,WB,IB,  66770.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      1.46,      1.46,         0,         0,         0,         0,         0
All,ok,drive,0189_000.6,66790_71488,NB,IB,  66790.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      1.86,      1.86,         0,         0,         0,         0,         0
All,ok,drive,,66841_50024,NB,IB,  50024.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,     10.77,     10.77,         0,         0,         0,         0,         0
All,ok,drive,,50024_66841,SB,OB,  50024.00,      4.00,M821_Psn,M821_Psn,     30.00,      8.54,      1.39,         0,      0.22,         0,         0,      6.93,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0178_001.0,65398_65399,WB,OB,  65398.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,         0,         0,         0
All,ok,drive,0178_000.0,65400_65401,WB,OB,  65400.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0178_000.0,65401_65402,WB,OB,  65401.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0178_000.0,65402_65403,WB,OB,  65403.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.32,         0,         0,         0,         0,         0
All,ok,drive,0198_004.4,65443_65433,SB,OB,  65443.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.15,      0.15,         0,         0,         0,         0,         0
All,ok,drive,0198_005.4,65506_65508,WB,OB,  65506.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,         0,         0,         0
All,ok,drive,0198_005.9,65507_65505,WB,OB,  65507.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.09,         0,         0,         0,         0,         0
All,ok,drive,0198_005.4,65508_65509,WB,OB,  65508.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.29,      0.29,         0,         0,         0,         0,         0
All,ok,drive,0198_006.3,65524_71157,WB,OB,  65524.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.33,      0.33,         0,         0,         0,         0,         0
All,ok,drive,0198_006.3,65531_65524,WB,OB,  65531.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0198_007.6,65566_65556,WB,OB,  65566.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.05,      0.05,         0,         0,         0,         0,         0
All,ok,drive,0198_007.6,65624_65603,WB,OB,  65624.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.37,      0.35,         0,         0,         0,         0,      0.02
All,ok,drive,0198_008.9,65645_65631,SB,OB,  65645.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,ok,drive,0198_009.1,65672_65645,SB,OB,  65672.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.72,      0.64,         0,      0.01,         0,         0,      0.07
All,ok,drive,0198_011.5,65983_65953,SB,OB,  65983.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0198_011.81,66043_65983,SB,OB,  66043.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.49,      0.33,         0,         0,         0,         0,      0.16
All,ok,drive,0198_011.81,66061_66043,SB,OB,  66061.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.31,      0.30,         0,         0,         0,         0,      0.01
All,ok,drive,0156_000.0,66102_66061,SB,OB,  66102.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.21,      0.05,         0,         0,         0,         0,      0.16
All,ok,drive,3062_000.6,66109_66108,EB,OB,  66109.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,3062_000.0,66112_66111,EB,OB,  66112.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.54,      0.46,         0,         0,         0,         0,      0.08
All,ok,drive,2837_000.4,66133_66108,SB,OB,  66133.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.12,         0,         0,         0,         0,      0.06
All,ok,drive,2837_000.7,66192_66142,SB,OB,  66192.00,      4.00,M821_Psn,M821_Psn,     30.00,      1.83,      1.83,         0,         0,         0,         0,         0,      0.43,      0.26,         0,      0.01,         0,         0,      0.16
All,ok,drive,2832_000.7,66206_66212,EB,OB,  66206.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.22,      0.16,         0,         0,         0,         0,      0.06
All,ok,drive,2832_000.8,66221_66242,EB,OB,  66221.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,         0,         0,         0
All,ok,drive,2832_000.8,66237_66238,EB,OB,  66237.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0051_000.6,66248_66220,SB,OB,  66248.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,0051_000.6,66263_66248,SB,OB,  66263.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.08,         0,         0,         0,         0,      0.03
All,ok,drive,0051_001.0,66372_66339,SB,OB,  66372.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.03,         0,         0,         0,         0,      0.06
All,ok,drive,3080_000.0,66516_66515,EB,OB,  66516.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.55,      0.55,         0,         0,         0,         0,         0
All,ok,drive,3080_000.0,66517_66516,EB,OB,  66517.00,      4.00,M821_Psn,M821_Psn,     30.00,     12.69,     12.69,         0,         0,         0,         0,         0,      0.78,      0.73,         0,         0,         0,         0,      0.05
All,ok,drive,3084_000.9,66540_66515,SB,OB,  66540.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.96,      0.18,         0,      0.02,         0,         0,      0.76
All,ok,drive,3084_001.3,66582_66560,SB,OB,  66582.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.02,         0,         0,         0,         0,      0.09
All,ok,drive,3086_000.4,66599_66600,EB,OB,  66599.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.25,      0.04,         0,      0.01,         0,         0,      0.20
All,ok,drive,3084_001.3,66600_66582,SB,OB,  66600.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,      0.02
All,ok,drive,3086_000.4,66603_66599,EB,OB,  66603.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.53,      0.03,         0,      0.02,         0,         0,      0.48
All,ok,drive,0089_328.8,66636_66603,SB,OB,  66636.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.89,      0.17,         0,      0.02,         0,         0,      0.70
All,ok,drive,0089_328.8,66681_66647,SB,OB,  66681.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.29,      0.06,         0,      0.01,         0,         0,      0.22
All,ok,drive,0089_329.8,66689_66681,SB,OB,  66689.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.04,         0,      0.01,         0,         0,      0.12
All,ok,drive,0089_329.8,66707_66697,SB,OB,  66707.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.74,      0.11,         0,      0.01,         0,         0,      0.62
All,ok,drive,0089_331.1,66720_66717,SB,OB,  66720.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0089_331.1,66725_66720,EB,OB,  66725.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.97,      0.07,         0,      0.01,         0,         0,      0.89
All,ok,drive,0089_331.1,66737_66730,SB,OB,  66737.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.48,      0.04,         0,      0.01,         0,         0,      0.43
All,ok,drive,2999_000.3,66743_66741,EB,OB,  66743.00,      4.00,M821_Psn,M821_Psn,     30.00,      0.62,      0.62,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,3033_000.0,66770_66768,EB,OB,  66770.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.25,      0.25,         0,         0,         0,         0,         0
All,ok,drive,3014_001.4,66825_66826,WB,OB,  66825.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.95,      0.95,         0,         0,         0,         0,         0
All,ok,drive,0198_004.4,71081_65443,SB,OB,  71081.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0198_005.3,71090_65494,SB,OB,  71090.00,      4.00,M821_Psn,M821_Psn,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0189_001.1,66825_66837,NB,IB,  66825.00,      4.00,M831_WPr,M831_WPr,     30.00,      0.19,      0.19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,,66841_50024,NB,IB,  50024.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,3020_000.3,66885_66928,NB,IB,  66885.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.66,      0.07,         0,         0,         0,         0,      0.59
All,ok,drive,0089_333.5,66886_66887,WB,IB,  66886.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0089_333.5,66887_66889,WB,IB,  66887.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0089_333.5,66889_71511,WB,IB,  66889.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0089_333.5,66890_71505,WB,IB,  66890.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,         0,         0,         0
All,ok,drive,0089_333.5,66893_71505,EB,IB,  66893.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.19,      0.19,         0,         0,         0,         0,         0
All,ok,drive,3020_000.3,66928_66930,NB,IB,  66928.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.59,      0.04,         0,         0,         0,         0,      0.55
All,ok,drive,3020_000.6,66973_66978,NB,IB,  66973.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.08,         0,         0,         0,         0,         0,      0.08
All,ok,drive,3020_000.6,66978_66997,NB,IB,  66978.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.42,         0,         0,         0,         0,         0,      0.42
All,ok,drive,3020_000.6,66997_67020,NB,IB,  66997.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.04,         0,         0,         0,         0,      0.02
All,ok,drive,3020_000.6,67020_67038,NB,IB,  67020.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,3030_000.0,67058_67059,WB,IB,  67058.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.05,      0.05,         0,         0,         0,         0,         0
All,ok,drive,3030_000.0,67060_71555,WB,IB,  67060.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,3030_000.0,67061_71553,EB,IB,  67061.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,3032_001.0,67090_67092,WB,IB,  67090.00,      4.00,M831_WPr,M831_WPr,     30.00,      1.30,      1.30,         0,         0,         0,         0,         0,      3.09,      3.09,         0,         0,         0,         0,         0
All,ok,drive,0189_002.9,67105_67114,NB,IB,  67105.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,ok,drive,0189_003.1,67155_67175,NB,IB,  67155.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.09,         0,         0,         0,         0,         0
All,ok,drive,3012_000.5,67157_67156,EB,IB,  67157.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,ok,drive,3012_000.0,67161_67160,EB,IB,  67161.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,0265_004.1,67175_67180,WB,IB,  67175.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,3012_001.3,67192_67195,EB,IB,  67192.00,      4.00,M831_WPr,M831_WPr,     30.00,      0.05,      0.05,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,ok,drive,2972_000.0,67203_67186,SB,IB,  67203.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      0.01,         0,         0,         0
All,ok,drive,3012_001.5,67230_67198,SB,IB,  67230.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.10,      0.10,         0,         0,         0,         0,         0
All,ok,drive,3042_002.5,67244_67211,SB,IB,  67244.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.06,         0,         0,         0,         0,         0
All,ok,drive,3012_001.5,67249_67230,SB,IB,  67249.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,3020_003.5,67266_67263,EB,IB,  67266.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,2972_001.0,67380_67365,SB,IB,  67380.00,      4.00,M831_WPr,M831_WPr,     30.00,      0.55,      0.53,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,0265_001.2,67382_67380,EB,IB,  67382.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,ok,drive,UTA_7608,67478_67477,EB,IB,  67478.00,      4.00,M831_WPr,M831_WPr,     30.00,      0.02,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,,50024_66841,SB,OB,  50024.00,      4.00,M831_WPr,M831_WPr,     30.00,      6.98,      3.57,         0,      0.01,         0,         0,      3.40,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,3014_001.4,66825_66826,WB,OB,  66825.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.17,         0,         0,         0,         0,         0
All,ok,drive,0189_001.1,66874_66837,SB,OB,  66874.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,ok,drive,2999_003.8,66886_66885,EB,OB,  66886.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      1.13,         0,         0,         0,         0,         0,      1.13
All,ok,drive,0089_333.5,66887_66886,EB,OB,  66887.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.41,      0.02,         0,         0,         0,         0,      0.39
All,ok,drive,0089_333.5,66889_66887,EB,OB,  66889.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.21,         0,         0,         0,         0,         0,      0.21
All,ok,drive,0089_333.5,66890_71511,EB,OB,  66890.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,ok,drive,0189_001.4,66893_66882,SB,OB,  66893.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.43,      0.43,         0,         0,         0,         0,         0
All,ok,drive,3020_000.3,66928_66885,SB,OB,  66928.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.01,         0,      0.01,         0,         0,         0
All,ok,drive,3020_000.3,66930_66928,SB,OB,  66930.00,      4.00,M831_WPr,M831_WPr,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
